TABLE=038 | AREA=Xã Bình Minh
--- SEQUENCE=3 | SECTION=agricultural | PAGES=207-731 | LINES=34060 ---
P=0208 | X=0107.200-0209.990 | Y=0090.350-0101.510 | nhựa, bê tông xi măng:
P=0208 | X=0107.200-0329.700 | Y=0107.850-0119.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0208 | X=0107.200-0383.860 | Y=0125.350-0136.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0208 | X=0107.200-0412.570 | Y=0143.350-0154.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phùng Khắc
P=0208 | X=0107.200-0422.570 | Y=0154.850-0166.010 | Khoan đoạn từ Quốc lộ 1 đến Đường Điểu Xiển cũ hiện trạng là đường
P=0208 | X=0107.200-0209.990 | Y=0166.350-0177.510 | nhựa, bê tông xi măng:
P=0208 | X=0093.000-0330.050 | Y=0183.850-0198.010 | 59 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0208 | X=0460.950-0477.630 | Y=0186.850-0198.010 | 660
P=0208 | X=0505.200-0521.880 | Y=0186.850-0198.010 | 440
P=0208 | X=0107.200-0413.120 | Y=0201.350-0212.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0208 | X=0107.200-0140.450 | Y=0212.850-0224.010 | ≤600m.
P=0208 | X=0107.200-0330.050 | Y=0230.350-0241.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0208 | X=0107.200-0412.570 | Y=0248.350-0259.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phùng Khắc
P=0208 | X=0107.200-0422.570 | Y=0259.850-0271.010 | Khoan đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện trạng là đường
P=0208 | X=0107.200-0209.990 | Y=0271.350-0282.510 | nhựa, bê tông xi măng:
P=0208 | X=0093.000-0104.120 | Y=0277.350-0288.510 | 60
P=0208 | X=0460.950-0477.630 | Y=0277.350-0288.510 | 520
P=0208 | X=0505.200-0521.880 | Y=0277.350-0288.510 | 350
P=0208 | X=0107.200-0384.210 | Y=0288.850-0300.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0208 | X=0107.200-0330.390 | Y=0306.350-0317.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0208 | X=0107.200-0426.460 | Y=0324.350-0335.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0208 | X=0107.200-0411.010 | Y=0335.850-0347.010 | Phùng Khắc Khoan đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện
P=0208 | X=0107.200-0278.780 | Y=0347.350-0358.510 | trạng là đường nhựa, bê tông xi măng:
P=0208 | X=0093.000-0104.120 | Y=0353.350-0364.510 | 61
P=0208 | X=0460.950-0477.630 | Y=0353.350-0364.510 | 780
P=0208 | X=0505.200-0521.880 | Y=0353.350-0364.510 | 510
P=0208 | X=0107.200-0329.700 | Y=0364.850-0376.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0208 | X=0107.200-0383.860 | Y=0382.350-0393.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0208 | X=0107.200-0426.460 | Y=0400.350-0411.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0208 | X=0107.200-0411.010 | Y=0411.850-0423.010 | Phùng Khắc Khoan đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện
P=0208 | X=0107.200-0278.780 | Y=0423.350-0434.510 | trạng là đường nhựa, bê tông xi măng:
P=0208 | X=0093.000-0330.050 | Y=0440.850-0455.010 | 62 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0208 | X=0460.950-0477.630 | Y=0443.850-0455.010 | 660
P=0208 | X=0505.200-0521.880 | Y=0443.850-0455.010 | 440
P=0208 | X=0107.200-0413.120 | Y=0458.350-0469.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0208 | X=0107.200-0140.450 | Y=0469.850-0481.010 | ≤600m.
P=0208 | X=0107.200-0330.050 | Y=0487.350-0498.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0208 | X=0107.200-0426.630 | Y=0505.350-0516.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0208 | X=0107.200-0411.010 | Y=0516.850-0528.010 | Phùng Khắc Khoan đoạn từ Quốc lộ 1 đến Đường Điểu Xiển có hiện
P=0208 | X=0107.200-0278.780 | Y=0528.350-0539.510 | trạng là đường nhựa, bê tông xi măng:
P=0208 | X=0093.000-0104.120 | Y=0534.350-0545.510 | 63
P=0208 | X=0460.950-0477.630 | Y=0534.350-0545.510 | 520
P=0208 | X=0505.250-0521.910 | Y=0534.350-0545.510 | 350
P=0208 | X=0107.200-0384.210 | Y=0545.850-0557.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0208 | X=0107.200-0333.170 | Y=0563.350-0574.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0208 | X=0271.400-0424.510 | Y=0581.350-0592.510 | Đường vào Trường THPT Nguyễn
P=0208 | X=0093.000-0192.130 | Y=0587.100-0598.260 | 64 Đường Lê Ngô Cát
P=0208 | X=0203.350-0246.120 | Y=0587.100-0598.260 | Quốc lộ 1
P=0208 | X=0452.650-0477.660 | Y=0587.100-0598.260 | 1.200
P=0208 | X=0505.200-0521.880 | Y=0587.100-0598.260 | 770
P=0208 | X=0271.400-0314.190 | Y=0592.850-0604.010 | Công Trứ
P=0208 | X=0107.200-0408.660 | Y=0610.850-0622.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0208 | X=0107.200-0421.430 | Y=0622.350-0633.510 | đoạn từ Quốc lộ 1 đến Đường vào Trường THPT Nguyễn Công Trứ có
P=0208 | X=0107.200-0300.440 | Y=0633.850-0645.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0208 | X=0093.000-0104.120 | Y=0639.850-0651.010 | 65
P=0208 | X=0460.950-0477.630 | Y=0639.850-0651.010 | 780
P=0208 | X=0505.200-0521.880 | Y=0639.850-0651.010 | 510
P=0208 | X=0107.200-0329.700 | Y=0651.350-0662.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0208 | X=0107.200-0383.860 | Y=0668.850-0680.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0208 | X=0093.000-0408.880 | Y=0686.850-0698.010 | 66 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0208 | X=0460.950-0477.630 | Y=0686.850-0698.010 | 660
P=0208 | X=0505.200-0521.880 | Y=0686.850-0698.010 | 440
P=0208 | X=0107.200-0421.430 | Y=0698.350-0709.510 | đoạn từ Quốc lộ 1 đến Đường vào Trường THPT Nguyễn Công Trứ có
P=0209 | X=0107.200-0300.440 | Y=0078.850-0090.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0107.200-0330.050 | Y=0096.350-0107.510 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0209 | X=0107.200-0413.120 | Y=0113.850-0125.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0209 | X=0107.200-0140.450 | Y=0125.350-0136.510 | ≤600m.
P=0209 | X=0107.200-0330.050 | Y=0142.850-0154.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0209 | X=0107.200-0408.880 | Y=0160.850-0172.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0209 | X=0107.200-0421.430 | Y=0172.350-0183.510 | đoạn từ Quốc lộ 1 đến Đường vào Trường THPT Nguyễn Công Trứ có
P=0209 | X=0107.200-0300.440 | Y=0183.850-0195.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0093.000-0104.120 | Y=0189.850-0201.010 | 67
P=0209 | X=0460.950-0477.630 | Y=0189.850-0201.010 | 520
P=0209 | X=0505.200-0521.880 | Y=0189.850-0201.010 | 350
P=0209 | X=0107.200-0384.210 | Y=0201.350-0212.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0209 | X=0107.200-0330.390 | Y=0218.850-0230.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0209 | X=0107.200-0426.460 | Y=0236.850-0248.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0209 | X=0107.200-0415.860 | Y=0248.350-0259.510 | Lê Ngô Cát đoạn từ Quốc lộ 1 đến Đường vào Trường THPT Nguyễn
P=0209 | X=0107.200-0359.320 | Y=0259.850-0271.010 | Công Trứ có hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0093.000-0104.120 | Y=0265.850-0277.010 | 68
P=0209 | X=0460.950-0477.630 | Y=0265.850-0277.010 | 780
P=0209 | X=0505.200-0521.880 | Y=0265.850-0277.010 | 510
P=0209 | X=0107.200-0329.700 | Y=0277.350-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0209 | X=0107.200-0383.860 | Y=0294.850-0306.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0209 | X=0107.200-0426.460 | Y=0312.850-0324.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0209 | X=0107.200-0415.900 | Y=0324.350-0335.510 | Lê Ngô Cát đoạn từ Quốc lộ 1 đến Đường vào Trường THPT Nguyễn
P=0209 | X=0107.200-0359.320 | Y=0335.850-0347.010 | Công Trứ có hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0093.000-0330.050 | Y=0353.350-0367.510 | 69 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0209 | X=0460.950-0477.630 | Y=0356.350-0367.510 | 660
P=0209 | X=0505.200-0521.880 | Y=0356.350-0367.510 | 440
P=0209 | X=0107.200-0413.120 | Y=0370.850-0382.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0209 | X=0107.200-0140.450 | Y=0382.350-0393.510 | ≤600m.
P=0209 | X=0107.200-0330.050 | Y=0399.850-0411.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0209 | X=0107.200-0426.460 | Y=0417.850-0429.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0209 | X=0107.200-0415.840 | Y=0429.350-0440.510 | Lê Ngô Cát đoạn từ Quốc lộ 1 đến Đường vào Trường THPT Nguyễn
P=0209 | X=0107.200-0359.320 | Y=0440.850-0452.010 | Công Trứ có hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0093.000-0104.120 | Y=0446.850-0458.010 | 70
P=0209 | X=0460.950-0477.630 | Y=0446.850-0458.010 | 520
P=0209 | X=0505.200-0521.880 | Y=0446.850-0458.010 | 350
P=0209 | X=0107.200-0384.210 | Y=0458.350-0469.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0209 | X=0107.200-0333.170 | Y=0475.850-0487.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0209 | X=0203.350-0253.820 | Y=0493.850-0505.010 | Đường vào
P=0209 | X=0203.350-0265.990 | Y=0505.350-0516.510 | Trường THPT
P=0209 | X=0094.350-0192.120 | Y=0511.100-0522.260 | 7t Đường Lê Ngô Cát
P=0209 | X=0271.400-0421.320 | Y=0511.100-0522.260 | Hết Dòng nữ Trợ Thế Thánh Tâm
P=0209 | X=0452.650-0477.660 | Y=0511.100-0522.260 | 1.200
P=0209 | X=0505.200-0521.880 | Y=0511.100-0522.260 | 770
P=0209 | X=0203.350-0264.470 | Y=0516.850-0528.010 | Nguyễn Công
P=0209 | X=0203.350-0219.470 | Y=0528.350-0539.510 | Trứ
P=0209 | X=0107.200-0408.660 | Y=0546.350-0557.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0209 | X=0107.200-0421.140 | Y=0557.850-0569.010 | đoạn từ Đường vào Trường THPT Nguyễn Công Trứ đến hết Dòng nữ
P=0209 | X=0107.200-0406.380 | Y=0569.350-0580.510 | Trợ Thế Thánh Tâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0093.000-0104.120 | Y=0575.350-0586.510 | 72
P=0209 | X=0460.950-0477.630 | Y=0575.350-0586.510 | 780
P=0209 | X=0505.200-0521.880 | Y=0575.350-0586.510 | 510
P=0209 | X=0107.200-0329.700 | Y=0586.850-0598.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0209 | X=0107.200-0383.860 | Y=0604.350-0615.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0209 | X=0093.000-0408.880 | Y=0622.350-0633.510 | 73 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0209 | X=0460.950-0477.630 | Y=0622.350-0633.510 | 660
P=0209 | X=0505.200-0521.880 | Y=0622.350-0633.510 | 440
P=0209 | X=0107.200-0422.570 | Y=0633.850-0645.010 | đoạn từ Đường vào Trường THPT Nguyễn Công Trứ Đến hết Dòng nữ
P=0209 | X=0107.200-0406.410 | Y=0645.350-0656.510 | Trợ Thế Thánh Tâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0209 | X=0107.200-0330.050 | Y=0662.850-0674.010 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0209 | X=0107.200-0413.120 | Y=0680.350-0691.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0209 | X=0107.200-0140.450 | Y=0691.850-0703.010 | ≤600m.
P=0210 | X=0107.200-0330.050 | Y=0078.850-0090.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0210 | X=0107.200-0408.880 | Y=0096.850-0108.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0210 | X=0107.200-0422.740 | Y=0108.350-0119.510 | đoạn từ Đường vào Trường THPT Nguyễn Công Trứ đến Hết Dòng nữ
P=0210 | X=0107.200-0406.380 | Y=0119.850-0131.010 | Trợ Thế Thánh Tâm có hiện trạng là đường nhựa, bê tông xi măng:
P=0210 | X=0093.000-0104.120 | Y=0125.850-0137.010 | 74
P=0210 | X=0460.950-0477.630 | Y=0125.850-0137.010 | 520
P=0210 | X=0505.200-0521.880 | Y=0125.850-0137.010 | 350
P=0210 | X=0107.200-0384.210 | Y=0137.350-0148.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0210 | X=0107.200-0330.390 | Y=0154.850-0166.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0210 | X=0107.200-0426.460 | Y=0172.850-0184.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0210 | X=0107.200-0416.000 | Y=0184.350-0195.510 | Lê Ngô Cát đoạn từ Đường vào Trường THPT Nguyễn Công Trứ đến
P=0210 | X=0107.200-0425.850 | Y=0195.850-0207.010 | Hết Dòng nữ Trợ Thế Thánh Tâm có hiện trạng là đường nhựa, bê tông
P=0210 | X=0093.000-0144.970 | Y=0207.350-0218.760 | 75 xi măng:
P=0210 | X=0460.950-0477.630 | Y=0207.600-0218.760 | 780
P=0210 | X=0505.200-0521.880 | Y=0207.600-0218.760 | 510
P=0210 | X=0107.200-0329.700 | Y=0224.850-0236.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0210 | X=0107.200-0383.860 | Y=0242.350-0253.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0210 | X=0107.200-0426.460 | Y=0260.350-0271.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0210 | X=0107.200-0416.070 | Y=0271.850-0283.010 | Lê Ngô Cát đoạn từ Đường vào Trường THPT Nguyễn Công Trứ đến
P=0210 | X=0107.200-0425.940 | Y=0283.350-0294.510 | Hết Dòng nữ Trợ Thế Thánh Tâm có hiện trạng là đường nhựa, bê tông
P=0210 | X=0107.200-0144.970 | Y=0294.850-0306.010 | xi măng:
P=0210 | X=0093.000-0330.050 | Y=0309.600-0323.510 | 76 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0210 | X=0460.950-0477.630 | Y=0309.600-0320.760 | 660
P=0210 | X=0505.200-0521.880 | Y=0309.600-0320.760 | 440
P=0210 | X=0107.200-0413.120 | Y=0329.850-0341.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0210 | X=0107.200-0140.450 | Y=0341.350-0352.510 | ≤600m.
P=0210 | X=0107.200-0330.050 | Y=0358.850-0370.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0210 | X=0107.200-0426.460 | Y=0376.850-0388.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0210 | X=0107.200-0415.900 | Y=0388.350-0399.510 | Lê Ngô Cát đoạn từ Đường vào Trường THPT Nguyễn Công Trứ đến
P=0210 | X=0107.200-0424.180 | Y=0399.850-0411.010 | hết Dòng nữ Trợ Thế Thánh Tâm có hiện trạng là đường nhựa, bê tông
P=0210 | X=0093.000-0144.970 | Y=0411.350-0422.760 | 77 xi măng:
P=0210 | X=0460.950-0477.630 | Y=0411.600-0422.760 | 520
P=0210 | X=0505.200-0521.880 | Y=0411.600-0422.760 | 350
P=0210 | X=0107.200-0384.210 | Y=0428.850-0440.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0210 | X=0107.200-0333.170 | Y=0446.350-0457.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0210 | X=0203.350-0245.570 | Y=0464.350-0475.510 | Hết Dòng
P=0210 | X=0093.000-0192.130 | Y=0475.850-0487.010 | 78 Đường Lê Ngô Cát
P=0210 | X=0203.350-0376.290 | Y=0475.850-0487.010 | nữ Trợ Thế Đường Đông Hải - Lộ Đức
P=0210 | X=0452.650-0477.660 | Y=0475.850-0487.010 | 1.200
P=0210 | X=0505.200-0521.880 | Y=0475.850-0487.010 | 770
P=0210 | X=0203.350-0254.450 | Y=0487.350-0498.510 | Thánh Tâm
P=0210 | X=0107.200-0408.660 | Y=0505.350-0516.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0210 | X=0107.200-0412.550 | Y=0516.850-0528.010 | đoạn từ Hết Dòng nữ Trợ Thế Thánh Tâm đến Đường Đông Hải - Lộ
P=0210 | X=0107.200-0335.450 | Y=0528.350-0539.510 | Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0210 | X=0093.000-0104.120 | Y=0534.350-0545.510 | 79
P=0210 | X=0460.950-0477.630 | Y=0534.350-0545.510 | 780
P=0210 | X=0505.200-0521.880 | Y=0534.350-0545.510 | 510
P=0210 | X=0107.200-0329.700 | Y=0545.850-0557.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0210 | X=0107.200-0383.860 | Y=0563.350-0574.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0210 | X=0107.200-0408.880 | Y=0581.350-0592.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
P=0210 | X=0107.200-0412.740 | Y=0592.850-0604.010 | đoạn từ Hết Dòng nữ Trợ Thế Thánh Tâm đến Đường Đông Hải - Lộ
P=0210 | X=0107.200-0335.450 | Y=0604.350-0615.510 | Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0210 | X=0093.000-0330.050 | Y=0621.850-0636.010 | 80 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0210 | X=0460.950-0477.630 | Y=0624.850-0636.010 | 660
P=0210 | X=0505.200-0521.880 | Y=0624.850-0636.010 | 440
P=0210 | X=0107.200-0413.120 | Y=0639.350-0650.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0210 | X=0107.200-0140.450 | Y=0650.850-0662.010 | ≤600m.
P=0210 | X=0107.200-0330.050 | Y=0668.350-0679.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0210 | X=0093.000-0408.870 | Y=0686.350-0697.510 | 81 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Ngô Cát
