TABLE=008 | AREA=Phường Tân Triều
--- SEQUENCE=2 | SECTION=agricultural | PAGES=25-160 | LINES=8981 ---
P=0025 | X=0113.100-0336.290 | Y=0579.600-0590.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0025 | X=0113.100-0432.360 | Y=0597.350-0608.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0025 | X=0113.100-0419.600 | Y=0608.850-0620.010 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ
P=0025 | X=0113.100-0381.780 | Y=0620.350-0631.510 | Trường Toản có hiện trạng là đường nhựa, bê tông xi măng:
P=0025 | X=0096.000-0107.120 | Y=0626.350-0637.510 | 47
P=0025 | X=0460.500-0485.510 | Y=0626.350-0637.510 | 1.030
P=0025 | X=0505.300-0521.980 | Y=0626.350-0637.510 | 680
P=0025 | X=0113.100-0335.600 | Y=0637.850-0649.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0025 | X=0113.100-0389.760 | Y=0655.350-0666.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0025 | X=0096.000-0432.360 | Y=0673.100-0684.260 | 48 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0025 | X=0468.800-0485.480 | Y=0673.100-0684.260 | 860
P=0025 | X=0505.300-0521.980 | Y=0673.100-0684.260 | 570
P=0025 | X=0113.100-0419.600 | Y=0684.600-0695.760 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ
P=0025 | X=0113.100-0381.780 | Y=0696.100-0707.260 | Trường Toản có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0113.100-0335.950 | Y=0078.600-0089.760 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0026 | X=0113.100-0419.020 | Y=0096.100-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0026 | X=0113.100-0146.350 | Y=0107.600-0118.760 | ≤600m.
P=0026 | X=0113.100-0335.950 | Y=0125.100-0136.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0026 | X=0113.100-0432.360 | Y=0142.850-0154.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0026 | X=0113.100-0419.600 | Y=0154.350-0165.510 | Nguyễn Đình Chiểu đoạn từ Đường Huỳnh Văn Nghệ đến Đường Võ
P=0026 | X=0113.100-0381.780 | Y=0165.850-0177.010 | Trường Toản có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.000-0107.120 | Y=0171.850-0183.010 | 49
P=0026 | X=0468.800-0485.480 | Y=0171.850-0183.010 | 670
P=0026 | X=0505.300-0521.980 | Y=0171.850-0183.010 | 450
P=0026 | X=0113.100-0390.110 | Y=0183.350-0194.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0026 | X=0113.100-0339.070 | Y=0200.850-0212.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0026 | X=0252.350-0336.160 | Y=0218.600-0229.760 | Đường Huỳnh Văn
P=0026 | X=0346.450-0448.580 | Y=0218.600-0229.760 | Giáp ranh phường Tân
P=0026 | X=0096.000-0221.780 | Y=0224.350-0235.510 | 50 Đường Võ Trường Toản
P=0026 | X=0460.500-0485.510 | Y=0224.350-0235.510 | 1.500
P=0026 | X=0505.300-0521.980 | Y=0224.350-0235.510 | 970
P=0026 | X=0252.350-0276.250 | Y=0230.100-0241.260 | Nghệ
P=0026 | X=0346.450-0369.220 | Y=0230.100-0241.260 | Triều
P=0026 | X=0113.100-0438.350 | Y=0247.850-0259.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Trường Toản
P=0026 | X=0113.100-0445.700 | Y=0259.350-0270.510 | đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân Triều có hiện
P=0026 | X=0113.100-0284.680 | Y=0270.850-0282.010 | trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.000-0107.120 | Y=0276.850-0288.010 | 51
P=0026 | X=0460.500-0485.510 | Y=0276.850-0288.010 | 1.030
P=0026 | X=0505.300-0521.980 | Y=0276.850-0288.010 | 680
P=0026 | X=0113.100-0335.600 | Y=0288.350-0299.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0026 | X=0113.100-0389.760 | Y=0305.850-0317.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0026 | X=0113.100-0438.350 | Y=0323.600-0334.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Trường Toản
P=0026 | X=0113.100-0445.700 | Y=0335.100-0346.260 | đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân Triều có hiện
P=0026 | X=0113.100-0284.680 | Y=0346.600-0357.760 | trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.000-0335.950 | Y=0364.100-0378.260 | 52 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0026 | X=0468.800-0485.480 | Y=0367.100-0378.260 | 860
P=0026 | X=0505.300-0521.980 | Y=0367.100-0378.260 | 570
P=0026 | X=0113.100-0419.020 | Y=0381.600-0392.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0026 | X=0113.100-0146.350 | Y=0393.100-0404.260 | ≤600m.
P=0026 | X=0113.100-0335.950 | Y=0410.600-0421.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0026 | X=0113.100-0438.350 | Y=0428.350-0439.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Trường Toản
P=0026 | X=0113.100-0445.700 | Y=0439.850-0451.010 | đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân Triều có hiện
P=0026 | X=0113.100-0284.680 | Y=0451.350-0462.510 | trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.000-0107.120 | Y=0457.350-0468.510 | 53
P=0026 | X=0468.800-0485.480 | Y=0457.350-0468.510 | 670
P=0026 | X=0505.300-0521.980 | Y=0457.350-0468.510 | 450
P=0026 | X=0113.100-0390.110 | Y=0468.850-0480.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0026 | X=0113.100-0336.290 | Y=0486.350-0497.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0026 | X=0113.100-0447.360 | Y=0504.100-0515.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0026 | X=0113.100-0447.270 | Y=0515.600-0526.760 | Trường Toản đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân
P=0026 | X=0113.100-0345.210 | Y=0527.100-0538.260 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.000-0107.120 | Y=0533.100-0544.260 | 54
P=0026 | X=0460.500-0485.510 | Y=0533.100-0544.260 | 1.030
P=0026 | X=0505.300-0521.980 | Y=0533.100-0544.260 | 680
P=0026 | X=0113.100-0335.600 | Y=0544.600-0555.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0026 | X=0113.100-0389.760 | Y=0562.100-0573.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0026 | X=0113.100-0447.360 | Y=0579.850-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0026 | X=0113.100-0447.270 | Y=0591.350-0602.510 | Trường Toản đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân
P=0026 | X=0113.100-0345.210 | Y=0602.850-0614.010 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0026 | X=0096.000-0335.950 | Y=0620.350-0634.510 | 55 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0026 | X=0468.800-0485.480 | Y=0623.350-0634.510 | 860
P=0026 | X=0505.300-0521.980 | Y=0623.350-0634.510 | 570
P=0026 | X=0113.100-0419.020 | Y=0637.850-0649.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0026 | X=0113.100-0146.350 | Y=0649.350-0660.510 | ≤600m.
P=0026 | X=0113.100-0335.950 | Y=0666.850-0678.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0026 | X=0096.000-0447.360 | Y=0684.600-0695.760 | 56 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0026 | X=0468.800-0485.480 | Y=0684.600-0695.760 | 670
P=0026 | X=0505.300-0521.980 | Y=0684.600-0695.760 | 450
P=0026 | X=0113.100-0447.270 | Y=0696.100-0707.260 | Trường Toản đoạn từ Đường Huỳnh Văn Nghệ đến Giáp ranh phường Tân
P=0026 | X=0113.100-0345.210 | Y=0707.600-0718.760 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0027 | X=0113.100-0390.110 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0027 | X=0113.100-0339.070 | Y=0096.100-0107.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0027 | X=0252.350-0430.300 | Y=0113.850-0125.010 | Đường Nguyễn Đình Hết Văn Miếu Trấn
P=0027 | X=0096.000-0201.340 | Y=0119.600-0130.760 | 57 Đường Chu Văn An
P=0027 | X=0460.500-0485.510 | Y=0119.600-0130.760 | 1.500
P=0027 | X=0505.300-0521.980 | Y=0119.600-0130.760 | 970
P=0027 | X=0252.350-0278.470 | Y=0125.350-0136.510 | Chiểu
P=0027 | X=0346.450-0366.450 | Y=0125.350-0136.510 | Biên
P=0027 | X=0113.100-0442.900 | Y=0143.100-0154.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An đoạn
P=0027 | X=0113.100-0446.850 | Y=0154.600-0165.760 | từ Đường Nguyễn Đình Chiểu đến Hết Văn Miếu Trấn Biên có hiện trạng là
P=0027 | X=0113.100-0248.580 | Y=0166.100-0177.260 | đường nhựa, bê tông xi măng:
P=0027 | X=0096.000-0107.120 | Y=0172.100-0183.260 | 58
P=0027 | X=0460.500-0485.510 | Y=0172.100-0183.260 | 1.030
P=0027 | X=0505.300-0521.980 | Y=0172.100-0183.260 | 680
P=0027 | X=0113.100-0335.600 | Y=0183.600-0194.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0027 | X=0113.100-0389.760 | Y=0201.100-0212.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0027 | X=0113.100-0442.900 | Y=0218.850-0230.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An đoạn
P=0027 | X=0113.100-0446.850 | Y=0230.350-0241.510 | từ Đường Nguyễn Đình Chiểu đến Hết Văn Miếu Trấn Biên có hiện trạng là
P=0027 | X=0113.100-0248.580 | Y=0241.850-0253.010 | đường nhựa, bê tông xi măng:
P=0027 | X=0096.000-0335.950 | Y=0259.350-0273.510 | 59 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0027 | X=0468.800-0485.480 | Y=0262.350-0273.510 | 860
P=0027 | X=0505.300-0521.980 | Y=0262.350-0273.510 | 570
P=0027 | X=0113.100-0419.020 | Y=0276.850-0288.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0027 | X=0113.100-0146.350 | Y=0288.350-0299.510 | ≤600m.
P=0027 | X=0113.100-0335.950 | Y=0305.850-0317.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0027 | X=0113.100-0442.900 | Y=0323.600-0334.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Chu Văn An đoạn
P=0027 | X=0113.100-0446.850 | Y=0335.100-0346.260 | từ Đường Nguyễn Đình Chiểu đến Hết Văn Miếu Trấn Biên có hiện trạng là
P=0027 | X=0113.100-0248.580 | Y=0346.600-0357.760 | đường nhựa, bê tông xi măng:
P=0027 | X=0096.000-0107.120 | Y=0352.600-0363.760 | 60
P=0027 | X=0468.800-0485.480 | Y=0352.600-0363.760 | 670
P=0027 | X=0505.300-0521.980 | Y=0352.600-0363.760 | 450
P=0027 | X=0113.100-0390.110 | Y=0364.100-0375.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0027 | X=0113.100-0336.290 | Y=0381.600-0392.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0027 | X=0113.100-0432.360 | Y=0399.350-0410.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0027 | X=0113.100-0434.660 | Y=0410.850-0422.010 | Chu Văn An đoạn từ Đường Nguyễn Đình Chiểu đến Hết Văn Miếu Trấn
P=0027 | X=0113.100-0342.450 | Y=0422.350-0433.510 | Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0027 | X=0096.000-0107.120 | Y=0428.350-0439.510 | 61
P=0027 | X=0460.500-0485.510 | Y=0428.350-0439.510 | 1.030
P=0027 | X=0505.300-0521.980 | Y=0428.350-0439.510 | 680
P=0027 | X=0113.100-0335.600 | Y=0439.850-0451.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0027 | X=0113.100-0389.760 | Y=0457.350-0468.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0027 | X=0113.100-0432.360 | Y=0475.100-0486.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0027 | X=0113.100-0434.660 | Y=0486.600-0497.760 | Chu Văn An đoạn từ Đường Nguyễn Đình Chiểu đến Hết Văn Miếu Trấn
P=0027 | X=0113.100-0342.450 | Y=0498.100-0509.260 | Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0027 | X=0096.000-0335.950 | Y=0515.600-0529.760 | 62 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0027 | X=0468.800-0485.480 | Y=0518.600-0529.760 | 860
P=0027 | X=0505.300-0521.980 | Y=0518.600-0529.760 | 570
P=0027 | X=0113.100-0419.020 | Y=0533.100-0544.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0027 | X=0113.100-0146.350 | Y=0544.600-0555.760 | ≤600m.
P=0027 | X=0113.100-0335.950 | Y=0562.100-0573.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0027 | X=0113.100-0432.360 | Y=0579.850-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0027 | X=0113.100-0434.660 | Y=0591.350-0602.510 | Chu Văn An đoạn từ Đường Nguyễn Đình Chiểu đến Hết Văn Miếu Trấn
P=0027 | X=0113.100-0342.450 | Y=0602.850-0614.010 | Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0027 | X=0096.000-0107.120 | Y=0608.850-0620.010 | 63
P=0027 | X=0468.800-0485.480 | Y=0608.850-0620.010 | 670
P=0027 | X=0505.300-0521.980 | Y=0608.850-0620.010 | 450
P=0027 | X=0113.100-0390.110 | Y=0620.350-0631.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0027 | X=0113.100-0339.070 | Y=0637.850-0649.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0027 | X=0113.100-0233.480 | Y=0655.600-0666.760 | Đường Nguyễn Du (đường
P=0027 | X=0346.450-0426.910 | Y=0655.600-0666.760 | Đường Nguyễn Ái
P=0027 | X=0096.000-0107.120 | Y=0661.350-0672.510 | 64
P=0027 | X=0252.350-0340.590 | Y=0661.350-0672.510 | Đường Chu Văn An
P=0027 | X=0460.500-0485.510 | Y=0661.350-0672.510 | 1.500
P=0027 | X=0505.300-0521.980 | Y=0661.350-0672.510 | 970
P=0027 | X=0113.100-0221.420 | Y=0667.100-0678.260 | vào Miếu Bình Thiền cũ)
P=0027 | X=0346.450-0370.340 | Y=0667.100-0678.260 | Quốc
P=0027 | X=0096.000-0414.020 | Y=0684.850-0696.010 | 65 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Du
P=0027 | X=0460.500-0485.510 | Y=0684.850-0696.010 | 1.030
P=0027 | X=0505.300-0521.980 | Y=0684.850-0696.010 | 680
P=0027 | X=0113.100-0439.470 | Y=0696.350-0707.510 | (đường vào Miếu Bình Thiền cũ) đoạn từ Đường Chu Văn An đến Đường
P=0027 | X=0113.100-0395.200 | Y=0707.850-0719.010 | Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi măng:
P=0028 | X=0113.100-0335.600 | Y=0078.600-0089.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0028 | X=0113.100-0389.760 | Y=0096.100-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0028 | X=0113.100-0414.020 | Y=0113.850-0125.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Du
P=0028 | X=0113.100-0439.470 | Y=0125.350-0136.510 | (đường vào Miếu Bình Thiền cũ) đoạn từ Đường Chu Văn An đến Đường
P=0028 | X=0113.100-0395.200 | Y=0136.850-0148.010 | Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi măng:
P=0028 | X=0096.000-0335.950 | Y=0154.350-0168.510 | 66 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0028 | X=0468.800-0485.480 | Y=0157.350-0168.510 | 860
P=0028 | X=0505.300-0521.980 | Y=0157.350-0168.510 | 570
P=0028 | X=0113.100-0419.020 | Y=0171.850-0183.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0028 | X=0113.100-0146.350 | Y=0183.350-0194.510 | ≤600m.
P=0028 | X=0113.100-0335.950 | Y=0200.850-0212.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0028 | X=0113.100-0414.020 | Y=0218.600-0229.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Du
P=0028 | X=0113.100-0439.470 | Y=0230.100-0241.260 | (đường vào Miếu Bình Thiền cũ) đoạn từ Đường Chu Văn An đến Đường
P=0028 | X=0113.100-0395.200 | Y=0241.600-0252.760 | Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi măng:
P=0028 | X=0096.000-0107.120 | Y=0247.600-0258.760 | 67
P=0028 | X=0468.800-0485.480 | Y=0247.600-0258.760 | 670
P=0028 | X=0505.300-0521.980 | Y=0247.600-0258.760 | 450
P=0028 | X=0113.100-0390.110 | Y=0259.100-0270.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0028 | X=0113.100-0336.290 | Y=0276.600-0287.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0028 | X=0113.100-0432.360 | Y=0294.350-0305.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0028 | X=0113.100-0438.450 | Y=0305.850-0317.010 | Nguyễn Du (đường vào Miếu Bình Thiền cũ) đoạn từ Đường Chu Văn An
P=0028 | X=0113.100-0418.470 | Y=0317.350-0328.510 | đến Đường Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi
P=0028 | X=0096.000-0140.880 | Y=0328.850-0340.260 | 68 măng:
P=0028 | X=0460.500-0485.510 | Y=0329.100-0340.260 | 1.030
P=0028 | X=0505.300-0521.980 | Y=0329.100-0340.260 | 680
P=0028 | X=0113.100-0335.600 | Y=0346.350-0357.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0028 | X=0113.100-0389.760 | Y=0363.850-0375.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0028 | X=0113.100-0432.360 | Y=0381.600-0392.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0028 | X=0113.100-0438.450 | Y=0393.100-0404.260 | Nguyễn Du (đường vào Miếu Bình Thiền cũ) đoạn từ Đường Chu Văn An
P=0028 | X=0113.100-0418.470 | Y=0404.600-0415.760 | đến Đường Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi
P=0028 | X=0113.100-0140.880 | Y=0416.100-0427.260 | măng:
P=0028 | X=0096.000-0335.950 | Y=0430.850-0444.760 | 69 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0028 | X=0468.800-0485.480 | Y=0430.850-0442.010 | 860
P=0028 | X=0505.300-0521.980 | Y=0430.850-0442.010 | 570
P=0028 | X=0113.100-0419.020 | Y=0451.100-0462.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0028 | X=0113.100-0146.350 | Y=0462.600-0473.760 | ≤600m.
P=0028 | X=0113.100-0335.950 | Y=0480.100-0491.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0028 | X=0113.100-0432.360 | Y=0497.850-0509.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0028 | X=0113.100-0438.450 | Y=0509.350-0520.510 | Nguyễn Du (đường vào Miếu Bình Thiền cũ) đoạn từ Đường Chu Văn An
P=0028 | X=0113.100-0418.470 | Y=0520.850-0532.010 | đến Đường Nguyễn Ái Quốc có hiện trạng là đường nhựa, bê tông xi
P=0028 | X=0096.000-0140.880 | Y=0532.350-0543.760 | 70 măng:
P=0028 | X=0468.800-0485.480 | Y=0532.600-0543.760 | 670
P=0028 | X=0505.300-0521.980 | Y=0532.600-0543.760 | 450
P=0028 | X=0113.100-0390.110 | Y=0549.850-0561.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0028 | X=0113.100-0339.070 | Y=0567.350-0578.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0028 | X=0252.350-0336.160 | Y=0585.100-0596.260 | Đường Huỳnh Văn
P=0028 | X=0096.000-0212.430 | Y=0590.850-0602.010 | 71 Đường Ngô Thì Nhậm
P=0028 | X=0346.450-0409.210 | Y=0590.850-0602.010 | Bến đò trạm 1
P=0028 | X=0460.500-0485.510 | Y=0590.850-0602.010 | 1.500
P=0028 | X=0505.300-0521.980 | Y=0590.850-0602.010 | 970
P=0028 | X=0252.350-0276.250 | Y=0596.600-0607.760 | Nghệ
P=0028 | X=0113.100-0428.990 | Y=0614.350-0625.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Thì Nhậm
