TABLE=037 | AREA=Xã Bàu Hàm
--- SEQUENCE=4 | SECTION=agricultural | PAGES=1831-1836 | LINES=370 ---
P=1831 | X=0455.600-0472.280 | Y=0538.350-0549.510 | 670
P=1831 | X=0505.300-0521.980 | Y=0538.350-0549.510 | 470
P=1831 | X=0309.750-0412.430 | Y=0549.850-0561.010 | Đường tỉnh 768 đi vào)
P=1831 | X=0118.900-0406.900 | Y=0567.600-0578.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=1831 | X=0118.900-0420.410 | Y=0579.100-0590.260 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu tiên
P=1831 | X=0118.900-0403.140 | Y=0590.600-0601.760 | (tính từ Đường tỉnh 768 đi vào) có hiện trạng là đường nhựa, bê
P=1831 | X=0096.100-0178.890 | Y=0602.100-0613.510 | 142 tông xi măng:
P=1831 | X=0455.600-0472.280 | Y=0602.350-0613.510 | 450
P=1831 | X=0505.300-0521.980 | Y=0602.350-0613.510 | 300
P=1831 | X=0118.900-0349.730 | Y=0619.600-0630.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1831 | X=0118.900-0395.560 | Y=0637.100-0648.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1831 | X=0096.100-0406.900 | Y=0654.850-0666.010 | 143 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=1831 | X=0455.600-0472.280 | Y=0654.850-0666.010 | 350
P=1831 | X=0505.300-0521.980 | Y=0654.850-0666.010 | 220
P=1831 | X=0118.900-0420.410 | Y=0666.350-0677.510 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu tiên
P=1831 | X=0118.900-0403.140 | Y=0677.850-0689.010 | (tính từ Đường tỉnh 768 đi vào) có hiện trạng là đường nhựa, bê
P=1831 | X=0118.900-0178.890 | Y=0689.350-0700.510 | tông xi măng:
P=1831 | X=0118.900-0350.080 | Y=0706.850-0718.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1832 | X=0118.900-0405.370 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1832 | X=0118.900-0179.940 | Y=0090.100-0101.260 | đến ≤1.000m.
P=1832 | X=0118.900-0341.750 | Y=0107.600-0118.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1832 | X=0118.900-0406.900 | Y=0125.350-0136.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=1832 | X=0118.900-0420.410 | Y=0136.850-0148.010 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu tiên
P=1832 | X=0118.900-0403.140 | Y=0148.350-0159.510 | (tính từ Đường tỉnh 768 đi vào) có hiện trạng là đường nhựa, bê
P=1832 | X=0096.100-0178.890 | Y=0159.850-0171.260 | 144 tông xi măng:
P=1832 | X=0455.600-0472.280 | Y=0160.100-0171.260 | 230
P=1832 | X=0505.300-0521.980 | Y=0160.100-0171.260 | 140
P=1832 | X=0118.900-0404.240 | Y=0177.350-0188.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1832 | X=0118.900-0342.090 | Y=0194.850-0206.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1832 | X=0118.900-0403.810 | Y=0212.600-0223.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1832 | X=0118.900-0401.840 | Y=0224.100-0235.260 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép ngoài đường
P=1832 | X=0118.900-0420.440 | Y=0235.600-0246.760 | điện 220KV đầu tiên (tính từ Đường tỉnh 768 đi vào) có hiện trạng là
P=1832 | X=0096.100-0254.380 | Y=0247.100-0258.510 | 145 đường nhựa, bê tông xi măng:
P=1832 | X=0455.600-0472.280 | Y=0247.350-0258.510 | 450
P=1832 | X=0505.300-0521.980 | Y=0247.350-0258.510 | 300
P=1832 | X=0118.900-0349.730 | Y=0264.600-0275.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1832 | X=0118.900-0395.560 | Y=0282.100-0293.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1832 | X=0118.900-0403.810 | Y=0299.850-0311.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1832 | X=0118.900-0401.840 | Y=0311.350-0322.510 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép ngoài đường
P=1832 | X=0118.900-0420.440 | Y=0322.850-0334.010 | điện 220KV đầu tiên (tính từ Đường tỉnh 768 đi vào) có hiện trạng là
P=1832 | X=0118.900-0254.380 | Y=0334.350-0345.510 | đường nhựa, bê tông xi măng:
P=1832 | X=0096.100-0350.080 | Y=0349.100-0363.010 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1832 | X=0455.600-0472.280 | Y=0349.100-0360.260 | 350
P=1832 | X=0505.300-0521.980 | Y=0349.100-0360.260 | 220
P=1832 | X=0118.900-0405.370 | Y=0369.350-0380.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1832 | X=0118.900-0179.940 | Y=0380.850-0392.010 | đến ≤1.000m.
P=1832 | X=0118.900-0341.750 | Y=0398.350-0409.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1832 | X=0118.900-0403.810 | Y=0416.100-0427.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1832 | X=0118.900-0401.840 | Y=0427.600-0438.760 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép ngoài đường
P=1832 | X=0118.900-0420.440 | Y=0439.100-0450.260 | điện 220KV đầu tiên (tính từ Đường tỉnh 768 đi vào) có hiện trạng là
P=1832 | X=0096.100-0254.380 | Y=0450.600-0462.010 | 147 đường nhựa, bê tông xi măng:
P=1832 | X=0455.600-0472.280 | Y=0450.850-0462.010 | 230
P=1832 | X=0505.300-0521.980 | Y=0450.850-0462.010 | 140
P=1832 | X=0118.900-0404.240 | Y=0468.100-0479.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1832 | X=0118.900-0342.090 | Y=0485.600-0496.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1832 | X=0309.750-0416.340 | Y=0503.350-0514.510 | Đường điện 500KV Phú
P=1832 | X=0096.100-0307.330 | Y=0509.100-0520.260 | 148 Đường tỉnh 767 Giáp ranh xã Trảng Bom
P=1832 | X=0455.600-0472.280 | Y=0509.100-0520.260 | 730
P=1832 | X=0505.300-0521.980 | Y=0509.100-0520.260 | 530
P=1832 | X=0309.750-0376.950 | Y=0514.850-0526.010 | Mỹ - Sông Mây
P=1832 | X=0118.900-0405.370 | Y=0532.600-0543.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1832 | X=0118.900-0416.570 | Y=0544.100-0555.260 | đoạn từ Giáp ranh xã Trảng Bom đến Đường điện 500KV Phú Mỹ -
P=1832 | X=0118.900-0373.240 | Y=0555.600-0566.760 | Sông Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1832 | X=0096.100-0112.780 | Y=0561.600-0572.760 | 149
P=1832 | X=0455.600-0472.280 | Y=0561.600-0572.760 | 500
P=1832 | X=0505.300-0521.980 | Y=0561.600-0572.760 | 330
P=1832 | X=0118.900-0349.730 | Y=0573.100-0584.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1832 | X=0118.900-0395.560 | Y=0590.600-0601.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1832 | X=0118.900-0405.370 | Y=0608.350-0619.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1832 | X=0118.900-0416.570 | Y=0619.850-0631.010 | đoạn từ Giáp ranh xã Trảng Bom đến Đường điện 500KV Phú Mỹ -
P=1832 | X=0118.900-0373.240 | Y=0631.350-0642.510 | Sông Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1832 | X=0096.100-0350.080 | Y=0648.850-0663.010 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1832 | X=0455.600-0472.280 | Y=0651.850-0663.010 | 400
P=1832 | X=0505.300-0521.980 | Y=0651.850-0663.010 | 260
P=1832 | X=0118.900-0405.370 | Y=0666.350-0677.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1832 | X=0118.900-0179.940 | Y=0677.850-0689.010 | đến ≤1.000m.
P=1832 | X=0118.900-0341.750 | Y=0695.350-0706.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1833 | X=0118.900-0405.370 | Y=0078.600-0089.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1833 | X=0118.900-0416.570 | Y=0090.100-0101.260 | đoạn từ Giáp ranh xã Trảng Bom đến Đường điện 500KV Phú Mỹ -
P=1833 | X=0118.900-0373.240 | Y=0101.600-0112.760 | Sông Mây có hiện trạng là đường nhựa, bê tông xi măng:
P=1833 | X=0096.100-0112.780 | Y=0107.600-0118.760 | 151
P=1833 | X=0455.600-0472.280 | Y=0107.600-0118.760 | 290
P=1833 | X=0505.300-0521.980 | Y=0107.600-0118.760 | 180
P=1833 | X=0118.900-0404.240 | Y=0119.100-0130.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1833 | X=0118.900-0342.090 | Y=0136.600-0147.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1833 | X=0118.900-0403.810 | Y=0154.350-0165.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1833 | X=0118.900-0413.690 | Y=0165.850-0177.010 | Đường tỉnh 767 đoạn từ Giáp ranh xã Trảng Bom đến Đường điện
P=1833 | X=0118.900-0418.210 | Y=0177.350-0188.510 | 500KV Phú Mỹ - Sông Mây có hiện trạng là đường nhựa, bê tông xi
P=1833 | X=0096.100-0146.680 | Y=0188.850-0200.260 | 152 măng:
P=1833 | X=0455.600-0472.280 | Y=0189.100-0200.260 | 500
P=1833 | X=0505.300-0521.980 | Y=0189.100-0200.260 | 330
P=1833 | X=0118.900-0349.730 | Y=0206.350-0217.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1833 | X=0118.900-0395.560 | Y=0223.850-0235.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1833 | X=0118.900-0403.810 | Y=0241.600-0252.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1833 | X=0118.900-0413.690 | Y=0253.100-0264.260 | Đường tỉnh 767 đoạn từ Giáp ranh xã Trảng Bom đến Đường điện
P=1833 | X=0118.900-0418.210 | Y=0264.600-0275.760 | 500KV Phú Mỹ - Sông Mây có hiện trạng là đường nhựa, bê tông xi
P=1833 | X=0118.900-0146.680 | Y=0276.100-0287.260 | măng:
P=1833 | X=0096.100-0350.080 | Y=0290.850-0304.760 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1833 | X=0455.600-0472.280 | Y=0290.850-0302.010 | 400
P=1833 | X=0505.300-0521.980 | Y=0290.850-0302.010 | 260
P=1833 | X=0118.900-0405.370 | Y=0311.100-0322.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1833 | X=0118.900-0179.940 | Y=0322.600-0333.760 | đến ≤1.000m.
P=1833 | X=0118.900-0341.750 | Y=0340.100-0351.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1833 | X=0118.900-0403.810 | Y=0357.850-0369.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1833 | X=0118.900-0413.690 | Y=0369.350-0380.510 | Đường tỉnh 767 đoạn từ Giáp ranh xã Trảng Bom đến Đường điện
P=1833 | X=0118.900-0418.210 | Y=0380.850-0392.010 | 500KV Phú Mỹ - Sông Mây có hiện trạng là đường nhựa, bê tông xi
P=1833 | X=0096.100-0146.680 | Y=0392.350-0403.760 | 154 măng:
P=1833 | X=0455.600-0472.280 | Y=0392.600-0403.760 | 290
P=1833 | X=0505.300-0521.980 | Y=0392.600-0403.760 | 180
P=1833 | X=0118.900-0404.240 | Y=0409.850-0421.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1833 | X=0118.900-0342.090 | Y=0427.350-0438.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1833 | X=0197.900-0304.490 | Y=0445.100-0456.260 | Đường điện 500KV Phú
P=1833 | X=0096.100-0188.810 | Y=0450.850-0462.010 | 155 Đường tỉnh 767
P=1833 | X=0309.750-0385.300 | Y=0450.850-0462.010 | Cầu suối Đá Bàn
P=1833 | X=0455.600-0472.280 | Y=0450.850-0462.010 | 730
P=1833 | X=0505.300-0521.980 | Y=0450.850-0462.010 | 530
P=1833 | X=0197.900-0265.100 | Y=0456.600-0467.760 | Mỹ - Sông Mây
P=1833 | X=0118.900-0405.370 | Y=0474.350-0485.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1833 | X=0118.900-0409.910 | Y=0485.850-0497.010 | đoạn từ Đường điện 500KV Phú Mỹ - Sông Mây đến Cầu suối Đá
P=1833 | X=0118.900-0346.010 | Y=0497.350-0508.510 | Bàn có hiện trạng là đường nhựa, bê tông xi măng:
P=1833 | X=0096.100-0112.780 | Y=0503.350-0514.510 | 156
P=1833 | X=0455.600-0472.280 | Y=0503.350-0514.510 | 500
P=1833 | X=0505.300-0521.980 | Y=0503.350-0514.510 | 330
P=1833 | X=0118.900-0349.730 | Y=0514.850-0526.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1833 | X=0118.900-0395.560 | Y=0532.350-0543.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1833 | X=0118.900-0405.370 | Y=0550.100-0561.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1833 | X=0118.900-0409.910 | Y=0561.600-0572.760 | đoạn từ Đường điện 500KV Phú Mỹ - Sông Mây đến Cầu suối Đá
P=1833 | X=0118.900-0346.010 | Y=0573.100-0584.260 | Bàn có hiện trạng là đường nhựa, bê tông xi măng:
P=1833 | X=0096.100-0350.080 | Y=0590.600-0604.760 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1833 | X=0455.600-0472.280 | Y=0593.600-0604.760 | 400
P=1833 | X=0505.300-0521.980 | Y=0593.600-0604.760 | 260
P=1833 | X=0118.900-0405.370 | Y=0608.100-0619.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1833 | X=0118.900-0179.940 | Y=0619.600-0630.760 | đến ≤1.000m.
P=1833 | X=0118.900-0341.750 | Y=0637.100-0648.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1833 | X=0096.100-0405.370 | Y=0654.850-0666.010 | 158 Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1833 | X=0455.600-0472.280 | Y=0654.850-0666.010 | 290
P=1833 | X=0505.300-0521.980 | Y=0654.850-0666.010 | 180
P=1833 | X=0118.900-0409.910 | Y=0666.350-0677.510 | đoạn từ Đường điện 500KV Phú Mỹ - Sông Mây đến Cầu suối Đá
P=1833 | X=0118.900-0346.010 | Y=0677.850-0689.010 | Bàn có hiện trạng là đường nhựa, bê tông xi măng:
P=1833 | X=0118.900-0404.240 | Y=0695.350-0706.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1834 | X=0118.900-0342.090 | Y=0078.600-0089.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1834 | X=0118.900-0403.810 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1834 | X=0118.900-0405.350 | Y=0107.850-0119.010 | Đường tỉnh 767 đoạn từ Đường điện 500KV Phú Mỹ - Sông Mây
P=1834 | X=0118.900-0392.710 | Y=0119.350-0130.510 | đến Cầu suối Đá Bàn có hiện trạng là đường nhựa, bê tông xi
P=1834 | X=0096.100-0146.680 | Y=0130.850-0142.260 | 159 măng:
P=1834 | X=0455.600-0472.280 | Y=0131.100-0142.260 | 500
P=1834 | X=0505.300-0521.980 | Y=0131.100-0142.260 | 330
P=1834 | X=0118.900-0349.730 | Y=0148.350-0159.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1834 | X=0118.900-0395.560 | Y=0165.850-0177.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1834 | X=0118.900-0403.810 | Y=0183.600-0194.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1834 | X=0118.900-0405.350 | Y=0195.100-0206.260 | Đường tỉnh 767 đoạn từ Đường điện 500KV Phú Mỹ - Sông Mây
P=1834 | X=0118.900-0392.710 | Y=0206.600-0217.760 | đến Cầu suối Đá Bàn có hiện trạng là đường nhựa, bê tông xi
P=1834 | X=0118.900-0146.680 | Y=0218.100-0229.260 | măng:
P=1834 | X=0096.100-0350.080 | Y=0232.850-0246.760 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1834 | X=0455.600-0472.280 | Y=0232.850-0244.010 | 400
P=1834 | X=0505.300-0521.980 | Y=0232.850-0244.010 | 260
P=1834 | X=0118.900-0405.370 | Y=0253.100-0264.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1834 | X=0118.900-0179.940 | Y=0264.600-0275.760 | đến ≤1.000m.
P=1834 | X=0118.900-0341.750 | Y=0282.100-0293.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1834 | X=0118.900-0403.810 | Y=0299.850-0311.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1834 | X=0118.900-0405.350 | Y=0311.350-0322.510 | Đường tỉnh 767 đoạn từ Đường điện 500KV Phú Mỹ - Sông Mây
P=1834 | X=0118.900-0392.710 | Y=0322.850-0334.010 | đến Cầu suối Đá Bàn có hiện trạng là đường nhựa, bê tông xi
P=1834 | X=0096.100-0146.680 | Y=0334.350-0345.760 | 161 măng:
P=1834 | X=0455.600-0472.280 | Y=0334.600-0345.760 | 290
P=1834 | X=0505.300-0521.980 | Y=0334.600-0345.760 | 180
P=1834 | X=0118.900-0404.240 | Y=0351.850-0363.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1834 | X=0118.900-0342.090 | Y=0369.350-0380.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1834 | X=0096.100-0273.450 | Y=0387.100-0398.260 | 162 Đường tỉnh 767 Cầu suối Đá Bàn
P=1834 | X=0309.750-0396.380 | Y=0387.100-0398.260 | Giáp ranh xã Trị An
P=1834 | X=0455.600-0472.280 | Y=0387.100-0398.260 | 730
P=1834 | X=0505.300-0521.980 | Y=0387.100-0398.260 | 530
P=1834 | X=0118.900-0405.370 | Y=0404.850-0416.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1834 | X=0118.900-0411.640 | Y=0416.350-0427.510 | đoạn từ Cầu suối Đá Bàn đến Giáp ranh xã Trị An có hiện trạng là
P=1834 | X=0118.900-0254.380 | Y=0427.850-0439.010 | đường nhựa, bê tông xi măng:
P=1834 | X=0096.100-0112.780 | Y=0433.850-0445.010 | 163
P=1834 | X=0455.600-0472.280 | Y=0433.850-0445.010 | 500
P=1834 | X=0505.300-0521.980 | Y=0433.850-0445.010 | 330
P=1834 | X=0118.900-0349.730 | Y=0445.350-0456.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1834 | X=0118.900-0395.560 | Y=0462.850-0474.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1834 | X=0118.900-0405.370 | Y=0480.600-0491.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1834 | X=0118.900-0411.640 | Y=0492.100-0503.260 | đoạn từ Cầu suối Đá Bàn đến Giáp ranh xã Trị An có hiện trạng là
P=1834 | X=0118.900-0254.380 | Y=0503.600-0514.760 | đường nhựa, bê tông xi măng:
P=1834 | X=0096.100-0350.080 | Y=0521.100-0535.260 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1834 | X=0455.600-0472.280 | Y=0524.100-0535.260 | 400
P=1834 | X=0505.300-0521.980 | Y=0524.100-0535.260 | 260
P=1834 | X=0118.900-0405.370 | Y=0538.600-0549.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1834 | X=0118.900-0179.940 | Y=0550.100-0561.260 | đến ≤1.000m.
P=1834 | X=0118.900-0341.750 | Y=0567.600-0578.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1834 | X=0118.900-0405.370 | Y=0585.350-0596.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 767
P=1834 | X=0118.900-0411.640 | Y=0596.850-0608.010 | đoạn từ Cầu suối Đá Bàn đến Giáp ranh xã Trị An có hiện trạng là
P=1834 | X=0118.900-0254.380 | Y=0608.350-0619.510 | đường nhựa, bê tông xi măng:
P=1834 | X=0096.100-0112.780 | Y=0614.350-0625.510 | 165
P=1834 | X=0455.600-0472.280 | Y=0614.350-0625.510 | 290
P=1834 | X=0505.300-0521.980 | Y=0614.350-0625.510 | 180
P=1834 | X=0118.900-0404.240 | Y=0625.850-0637.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1834 | X=0118.900-0342.090 | Y=0643.350-0654.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1834 | X=0096.100-0403.810 | Y=0661.100-0672.260 | 166 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1834 | X=0455.600-0472.280 | Y=0661.100-0672.260 | 500
P=1834 | X=0505.300-0521.980 | Y=0661.100-0672.260 | 330
P=1834 | X=0118.900-0413.220 | Y=0672.600-0683.760 | Đường tỉnh 767 đoạn từ Cầu suối Đá Bàn đến Giáp ranh xã Trị An
P=1834 | X=0118.900-0325.480 | Y=0684.100-0695.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1834 | X=0118.900-0349.730 | Y=0701.600-0712.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1835 | X=0118.900-0395.560 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1835 | X=0118.900-0403.810 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1835 | X=0118.900-0413.220 | Y=0107.850-0119.010 | Đường tỉnh 767 đoạn từ Cầu suối Đá Bàn đến Giáp ranh xã Trị An
P=1835 | X=0118.900-0325.480 | Y=0119.350-0130.510 | có hiện trạng là đường nhựa, bê tông xi măng:
