TABLE=080 | AREA=Xã Nghĩa Trung
--- SEQUENCE=1 | SECTION=agricultural | PAGES=6-19 | LINES=883 ---
P=0006 | X=0089.950-0378.810 | Y=0445.100-0456.260 | PHỤ LỤC VIII: GIÁ ĐẤT NÔNG NGHIỆP TỐI THIỂU VÀ TỐI ĐA
P=0006 | X=0285.300-0326.900 | Y=0480.350-0491.510 | Phụ lục I
P=0006 | X=0206.950-0405.110 | Y=0497.850-0509.010 | BẢNG GIÁ CÁC LOẠI ĐẤT NÔNG NGHIỆP
P=0006 | X=0183.000-0429.070 | Y=0515.350-0526.510 | (Ban hành kèm theo Nghị quyết số 28/2025/NQ-HĐND)
P=0006 | X=0403.900-0522.120 | Y=0532.700-0544.010 | Đơn vị tính: 1.000 đồng/m 2
P=0006 | X=0090.100-0208.130 | Y=0550.010-0563.970 | 1. Phường Biên Hòa
P=0006 | X=0434.500-0514.410 | Y=0570.850-0582.010 | Giá đất Giá đất
P=0006 | X=0438.650-0464.170 | Y=0582.350-0593.510 | trồng
P=0006 | X=0484.700-0510.220 | Y=0582.350-0593.510 | trồng
P=0006 | X=0434.500-0519.120 | Y=0593.850-0605.010 | cây lâu rừng sản
P=0006 | X=0093.400-0216.120 | Y=0605.350-0616.510 | TT Tên đường giao thông
P=0006 | X=0264.950-0309.920 | Y=0605.350-0616.510 | Điểm đầu
P=0006 | X=0356.950-0404.690 | Y=0605.350-0616.510 | Điểm cuối
P=0006 | X=0430.900-0514.680 | Y=0605.350-0616.510 | năm, đất xuất và
P=0006 | X=0438.650-0464.170 | Y=0616.850-0628.010 | trồng
P=0006 | X=0486.950-0508.020 | Y=0616.850-0628.010 | nuôi
P=0006 | X=0429.750-0510.220 | Y=0628.350-0639.510 | cây hằng trồng
P=0006 | X=0441.150-0461.700 | Y=0639.850-0651.010 | năm
P=0006 | X=0476.950-0518.030 | Y=0639.850-0651.010 | thủy sản
P=0006 | X=0242.950-0306.160 | Y=0657.850-0669.010 | Giáp ranh giới
P=0006 | X=0331.950-0415.170 | Y=0663.600-0674.760 | Đường Nguyễn Tri
P=0006 | X=0096.750-0209.620 | Y=0669.350-0680.510 | 1 Đường Bùi Hữu Nghĩa
P=0006 | X=0242.950-0321.280 | Y=0669.350-0680.510 | thành phố Hồ Chí
P=0006 | X=0448.150-0473.160 | Y=0669.350-0680.510 | 1.500
P=0006 | X=0505.200-0521.880 | Y=0669.350-0680.510 | 970
P=0006 | X=0331.950-0368.530 | Y=0675.100-0686.260 | Phương
P=0006 | X=0242.950-0264.620 | Y=0680.850-0692.010 | Minh
P=0006 | X=0096.750-0426.190 | Y=0698.850-0710.010 | 2 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0006 | X=0448.150-0473.160 | Y=0698.850-0710.010 | 1.030
P=0006 | X=0505.200-0521.880 | Y=0698.850-0710.010 | 680
P=0007 | X=0109.150-0420.580 | Y=0078.850-0090.010 | đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến Đường Nguyễn Tri
P=0007 | X=0109.150-0355.070 | Y=0090.350-0101.510 | Phương có hiện trạng là đường nhựa, bê tông xi măng:
P=0007 | X=0109.150-0331.650 | Y=0107.850-0119.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0007 | X=0109.150-0385.810 | Y=0125.350-0136.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0007 | X=0109.150-0426.190 | Y=0143.350-0154.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0007 | X=0109.150-0420.580 | Y=0154.850-0166.010 | đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến Đường Nguyễn Tri
P=0007 | X=0109.150-0355.070 | Y=0166.350-0177.510 | Phương có hiện trạng là đường nhựa, bê tông xi măng:
P=0007 | X=0096.750-0332.000 | Y=0183.850-0198.010 | 3 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0007 | X=0456.450-0473.130 | Y=0186.850-0198.010 | 860
P=0007 | X=0505.200-0521.880 | Y=0186.850-0198.010 | 570
P=0007 | X=0109.150-0415.070 | Y=0201.350-0212.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0007 | X=0109.150-0142.400 | Y=0212.850-0224.010 | ≤600m.
P=0007 | X=0109.150-0332.000 | Y=0230.350-0241.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0007 | X=0109.150-0426.190 | Y=0248.350-0259.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0007 | X=0109.150-0420.580 | Y=0259.850-0271.010 | đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến Đường Nguyễn Tri
P=0007 | X=0109.150-0355.070 | Y=0271.350-0282.510 | Phương có hiện trạng là đường nhựa, bê tông xi măng:
P=0007 | X=0096.750-0102.310 | Y=0277.350-0288.510 | 4
P=0007 | X=0456.450-0473.130 | Y=0277.350-0288.510 | 670
P=0007 | X=0505.200-0521.880 | Y=0277.350-0288.510 | 450
P=0007 | X=0109.150-0386.160 | Y=0288.850-0300.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0007 | X=0109.150-0332.340 | Y=0306.350-0317.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0007 | X=0109.150-0428.410 | Y=0324.350-0335.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0007 | X=0109.150-0403.480 | Y=0335.850-0347.010 | Bùi Hữu Nghĩa đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến
P=0007 | X=0109.150-0410.520 | Y=0347.350-0358.510 | Đường Nguyễn Tri Phương có hiện trạng là đường nhựa, bê tông xi
P=0007 | X=0096.750-0136.930 | Y=0358.850-0370.260 | 5 măng:
P=0007 | X=0448.150-0473.160 | Y=0359.100-0370.260 | 1.030
P=0007 | X=0505.200-0521.880 | Y=0359.100-0370.260 | 680
P=0007 | X=0109.150-0331.650 | Y=0376.350-0387.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0007 | X=0109.150-0385.810 | Y=0393.850-0405.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0007 | X=0109.150-0428.410 | Y=0411.850-0423.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0007 | X=0109.150-0403.480 | Y=0423.350-0434.510 | Bùi Hữu Nghĩa đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến
P=0007 | X=0109.150-0410.520 | Y=0434.850-0446.010 | Đường Nguyễn Tri Phương có hiện trạng là đường nhựa, bê tông xi
P=0007 | X=0109.150-0136.930 | Y=0446.350-0457.510 | măng:
P=0007 | X=0096.750-0332.000 | Y=0461.100-0475.010 | 6 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0007 | X=0456.450-0473.130 | Y=0461.100-0472.260 | 860
P=0007 | X=0505.200-0521.880 | Y=0461.100-0472.260 | 570
P=0007 | X=0109.150-0415.070 | Y=0481.350-0492.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0007 | X=0109.150-0142.400 | Y=0492.850-0504.010 | ≤600m.
P=0007 | X=0109.150-0332.000 | Y=0510.350-0521.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0007 | X=0109.150-0428.410 | Y=0528.350-0539.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0007 | X=0109.150-0403.480 | Y=0539.850-0551.010 | Bùi Hữu Nghĩa đoạn từ Giáp ranh giới thành phố Hồ Chí Minh đến
P=0007 | X=0109.150-0410.520 | Y=0551.350-0562.510 | Đường Nguyễn Tri Phương có hiện trạng là đường nhựa, bê tông xi
P=0007 | X=0096.750-0136.930 | Y=0562.850-0574.260 | 7 măng:
P=0007 | X=0456.450-0473.130 | Y=0563.100-0574.260 | 670
P=0007 | X=0505.200-0521.880 | Y=0563.100-0574.260 | 450
P=0007 | X=0109.150-0386.160 | Y=0580.350-0591.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0007 | X=0109.150-0335.120 | Y=0597.850-0609.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0007 | X=0242.950-0429.680 | Y=0615.850-0627.010 | Đường Nguyễn Tri Công an phường Bửu
P=0007 | X=0096.750-0209.620 | Y=0621.600-0632.760 | 8 Đường Bùi Hữu Nghĩa
P=0007 | X=0448.150-0473.160 | Y=0621.600-0632.760 | 1.500
P=0007 | X=0505.200-0521.880 | Y=0621.600-0632.760 | 970
P=0007 | X=0242.950-0279.530 | Y=0627.350-0638.510 | Phương
P=0007 | X=0331.950-0370.270 | Y=0627.350-0638.510 | Hòa (cũ)
P=0007 | X=0109.150-0426.190 | Y=0645.350-0656.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0007 | X=0109.150-0410.030 | Y=0656.850-0668.010 | đoạn từ Đường Nguyễn Tri Phương đến Công an phường Bửu Hòa
P=0007 | X=0109.150-0335.720 | Y=0668.350-0679.510 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0007 | X=0096.750-0102.310 | Y=0674.350-0685.510 | 9
P=0007 | X=0448.150-0473.160 | Y=0674.350-0685.510 | 1.030
P=0007 | X=0505.200-0521.880 | Y=0674.350-0685.510 | 680
P=0007 | X=0111.950-0334.450 | Y=0685.850-0697.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0007 | X=0111.950-0388.610 | Y=0703.350-0714.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0008 | X=0109.150-0426.190 | Y=0078.850-0090.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0008 | X=0109.150-0410.030 | Y=0090.350-0101.510 | đoạn từ Đường Nguyễn Tri Phương đến Công an phường Bửu Hòa
P=0008 | X=0109.150-0335.720 | Y=0101.850-0113.010 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0093.950-0332.000 | Y=0119.350-0133.510 | 10 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0008 | X=0456.450-0473.130 | Y=0122.350-0133.510 | 860
P=0008 | X=0505.200-0521.880 | Y=0122.350-0133.510 | 570
P=0008 | X=0109.150-0415.070 | Y=0136.850-0148.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0008 | X=0109.150-0142.400 | Y=0148.350-0159.510 | ≤600m.
P=0008 | X=0109.150-0332.000 | Y=0165.850-0177.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0008 | X=0109.150-0426.190 | Y=0183.850-0195.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0008 | X=0109.150-0410.030 | Y=0195.350-0206.510 | đoạn từ Đường Nguyễn Tri Phương đến Công an phường Bửu Hòa
P=0008 | X=0109.150-0335.720 | Y=0206.850-0218.010 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0093.950-0105.070 | Y=0212.850-0224.010 | 11
P=0008 | X=0456.450-0473.130 | Y=0212.850-0224.010 | 670
P=0008 | X=0505.200-0521.880 | Y=0212.850-0224.010 | 450
P=0008 | X=0109.150-0386.160 | Y=0224.350-0235.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0008 | X=0109.150-0332.340 | Y=0241.850-0253.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0008 | X=0109.150-0428.410 | Y=0259.850-0271.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0008 | X=0109.150-0397.870 | Y=0271.350-0282.510 | Bùi Hữu Nghĩa đoạn từ Đường Nguyễn Tri Phương đến Công an
P=0008 | X=0109.150-0416.760 | Y=0282.850-0294.010 | phường Bửu Hòa (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0093.950-0105.070 | Y=0288.850-0300.010 | 12
P=0008 | X=0448.150-0473.160 | Y=0288.850-0300.010 | 1.030
P=0008 | X=0505.200-0521.880 | Y=0288.850-0300.010 | 680
P=0008 | X=0109.150-0331.650 | Y=0300.350-0311.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0008 | X=0109.150-0385.810 | Y=0317.850-0329.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0008 | X=0109.150-0428.410 | Y=0335.850-0347.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0008 | X=0109.150-0397.870 | Y=0347.350-0358.510 | Bùi Hữu Nghĩa đoạn từ Đường Nguyễn Tri Phương đến Công an
P=0008 | X=0109.150-0416.760 | Y=0358.850-0370.010 | phường Bửu Hòa (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0093.950-0332.000 | Y=0376.350-0390.510 | 13 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0008 | X=0456.450-0473.130 | Y=0379.350-0390.510 | 860
P=0008 | X=0505.200-0521.880 | Y=0379.350-0390.510 | 570
P=0008 | X=0109.150-0415.070 | Y=0393.850-0405.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0008 | X=0109.150-0142.400 | Y=0405.350-0416.510 | ≤600m.
P=0008 | X=0109.150-0332.000 | Y=0422.850-0434.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0008 | X=0109.150-0428.410 | Y=0440.850-0452.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0008 | X=0109.150-0397.870 | Y=0452.350-0463.510 | Bùi Hữu Nghĩa đoạn từ Đường Nguyễn Tri Phương đến Công an
P=0008 | X=0109.150-0416.760 | Y=0463.850-0475.010 | phường Bửu Hòa (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0093.950-0105.070 | Y=0469.850-0481.010 | 14
P=0008 | X=0456.450-0473.130 | Y=0469.850-0481.010 | 670
P=0008 | X=0505.200-0521.880 | Y=0469.850-0481.010 | 450
P=0008 | X=0109.150-0386.160 | Y=0481.350-0492.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0008 | X=0109.150-0335.120 | Y=0498.850-0510.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0008 | X=0215.950-0313.680 | Y=0516.850-0528.010 | Công an phường Bửu
P=0008 | X=0093.950-0209.620 | Y=0522.600-0533.760 | 15 Đường Bùi Hữu Nghĩa
P=0008 | X=0322.700-0428.150 | Y=0522.600-0533.760 | Đường Nguyễn Thị Tồn
P=0008 | X=0448.150-0473.160 | Y=0522.600-0533.760 | 1.500
P=0008 | X=0505.200-0521.880 | Y=0522.600-0533.760 | 970
P=0008 | X=0215.950-0254.270 | Y=0528.350-0539.510 | Hòa (cũ)
P=0008 | X=0109.150-0426.190 | Y=0546.350-0557.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0008 | X=0109.150-0426.190 | Y=0557.850-0569.010 | đoạn từ Công an phường Bửu Hòa (cũ) đến Đường Nguyễn Thị Tồn có
P=0008 | X=0109.150-0302.390 | Y=0569.350-0580.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0093.950-0105.070 | Y=0575.350-0586.510 | 16
P=0008 | X=0448.150-0473.160 | Y=0575.350-0586.510 | 1.030
P=0008 | X=0505.200-0521.880 | Y=0575.350-0586.510 | 680
P=0008 | X=0109.150-0331.650 | Y=0586.850-0598.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0008 | X=0109.150-0385.810 | Y=0604.350-0615.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0008 | X=0093.950-0426.190 | Y=0622.350-0633.510 | 17 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0008 | X=0456.450-0473.130 | Y=0622.350-0633.510 | 860
P=0008 | X=0505.200-0521.880 | Y=0622.350-0633.510 | 570
P=0008 | X=0109.150-0426.190 | Y=0633.850-0645.010 | đoạn từ Công an phường Bửu Hòa (cũ) đến Đường Nguyễn Thị Tồn có
P=0008 | X=0109.150-0302.390 | Y=0645.350-0656.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=0008 | X=0109.150-0332.000 | Y=0662.850-0674.010 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0008 | X=0109.150-0415.070 | Y=0680.350-0691.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0008 | X=0109.150-0142.400 | Y=0691.850-0703.010 | ≤600m.
P=0009 | X=0109.150-0332.000 | Y=0078.850-0090.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0009 | X=0109.150-0426.190 | Y=0096.850-0108.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0009 | X=0109.150-0426.190 | Y=0108.350-0119.510 | đoạn từ Công an phường Bửu Hòa (cũ) đến Đường Nguyễn Thị Tồn có
P=0009 | X=0109.150-0302.390 | Y=0119.850-0131.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0105.070 | Y=0125.850-0137.010 | 18
P=0009 | X=0456.450-0473.130 | Y=0125.850-0137.010 | 670
P=0009 | X=0505.200-0521.880 | Y=0125.850-0137.010 | 450
P=0009 | X=0109.150-0386.160 | Y=0137.350-0148.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0009 | X=0109.150-0332.340 | Y=0154.850-0166.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0009 | X=0109.150-0428.410 | Y=0172.850-0184.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0009 | X=0109.150-0407.880 | Y=0184.350-0195.510 | Bùi Hữu Nghĩa đoạn từ Công an phường Bửu Hòa (cũ) đến Đường
P=0009 | X=0109.150-0389.600 | Y=0195.850-0207.010 | Nguyễn Thị Tồn có hiện trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0105.070 | Y=0201.850-0213.010 | 19
P=0009 | X=0448.150-0473.160 | Y=0201.850-0213.010 | 1.030
P=0009 | X=0505.200-0521.880 | Y=0201.850-0213.010 | 680
P=0009 | X=0109.150-0331.650 | Y=0213.350-0224.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0009 | X=0109.150-0385.810 | Y=0230.850-0242.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0009 | X=0109.150-0428.410 | Y=0248.850-0260.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0009 | X=0109.150-0407.880 | Y=0260.350-0271.510 | Bùi Hữu Nghĩa đoạn từ Công an phường Bửu Hòa (cũ) đến Đường
P=0009 | X=0109.150-0389.600 | Y=0271.850-0283.010 | Nguyễn Thị Tồn có hiện trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0332.000 | Y=0289.350-0303.510 | 20 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0009 | X=0456.450-0473.130 | Y=0292.350-0303.510 | 860
P=0009 | X=0505.200-0521.880 | Y=0292.350-0303.510 | 570
P=0009 | X=0109.150-0415.070 | Y=0306.850-0318.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0009 | X=0109.150-0142.400 | Y=0318.350-0329.510 | ≤600m.
P=0009 | X=0109.150-0332.000 | Y=0335.850-0347.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0009 | X=0109.150-0428.410 | Y=0353.850-0365.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0009 | X=0109.150-0407.880 | Y=0365.350-0376.510 | Bùi Hữu Nghĩa đoạn từ Công an phường Bửu Hòa (cũ) đến Đường
P=0009 | X=0109.150-0389.600 | Y=0376.850-0388.010 | Nguyễn Thị Tồn có hiện trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0105.070 | Y=0382.850-0394.010 | 21
P=0009 | X=0456.450-0473.130 | Y=0382.850-0394.010 | 670
P=0009 | X=0505.200-0521.880 | Y=0382.850-0394.010 | 450
P=0009 | X=0109.150-0386.160 | Y=0394.350-0405.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0009 | X=0109.150-0335.120 | Y=0411.850-0423.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0009 | X=0093.950-0426.490 | Y=0429.850-0441.010 | 22 Đường Bùi Hữu Nghĩa Đường Nguyễn Thị Tồn Đường Huỳnh Mẫn Đạt
P=0009 | X=0448.150-0473.160 | Y=0429.850-0441.010 | 1.430
P=0009 | X=0505.200-0521.880 | Y=0429.850-0441.010 | 900
P=0009 | X=0109.150-0426.190 | Y=0447.850-0459.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0009 | X=0109.150-0412.840 | Y=0459.350-0470.510 | đoạn từ Đường Nguyễn Thị Tồn đến Đường Huỳnh Mẫn Đạt có hiện
P=0009 | X=0109.150-0280.730 | Y=0470.850-0482.010 | trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0105.070 | Y=0476.850-0488.010 | 23
P=0009 | X=0456.450-0473.130 | Y=0476.850-0488.010 | 980
P=0009 | X=0505.200-0521.880 | Y=0476.850-0488.010 | 650
P=0009 | X=0109.150-0331.650 | Y=0488.350-0499.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0009 | X=0109.150-0385.810 | Y=0505.850-0517.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0009 | X=0109.150-0426.190 | Y=0523.850-0535.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0009 | X=0109.150-0412.840 | Y=0535.350-0546.510 | đoạn từ Đường Nguyễn Thị Tồn đến Đường Huỳnh Mẫn Đạt có hiện
P=0009 | X=0109.150-0280.730 | Y=0546.850-0558.010 | trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0332.000 | Y=0564.350-0578.510 | 24 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0009 | X=0456.450-0473.130 | Y=0567.350-0578.510 | 810
P=0009 | X=0505.200-0521.880 | Y=0567.350-0578.510 | 550
P=0009 | X=0109.150-0415.070 | Y=0581.850-0593.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0009 | X=0109.150-0142.400 | Y=0593.350-0604.510 | ≤600m.
P=0009 | X=0109.150-0332.000 | Y=0610.850-0622.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0009 | X=0109.150-0426.190 | Y=0628.850-0640.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi Hữu Nghĩa
P=0009 | X=0109.150-0412.840 | Y=0640.350-0651.510 | đoạn từ Đường Nguyễn Thị Tồn đến Đường Huỳnh Mẫn Đạt có hiện
P=0009 | X=0109.150-0280.730 | Y=0651.850-0663.010 | trạng là đường nhựa, bê tông xi măng:
P=0009 | X=0093.950-0105.070 | Y=0657.850-0669.010 | 25
P=0009 | X=0456.450-0473.130 | Y=0657.850-0669.010 | 630
P=0009 | X=0505.200-0521.880 | Y=0657.850-0669.010 | 430
P=0009 | X=0109.150-0386.160 | Y=0669.350-0680.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0009 | X=0109.150-0332.340 | Y=0686.850-0698.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0009 | X=0093.950-0428.410 | Y=0704.850-0716.010 | 26 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0009 | X=0456.450-0473.130 | Y=0704.850-0716.010 | 980
P=0009 | X=0505.200-0521.880 | Y=0704.850-0716.010 | 650
P=0010 | X=0109.150-0428.410 | Y=0078.850-0090.010 | Bùi Hữu Nghĩa đoạn từ Đường Nguyễn Thị Tồn đến Đường Huỳnh Mẫn
P=0010 | X=0109.150-0334.040 | Y=0090.350-0101.510 | Đạt có hiện trạng là đường nhựa, bê tông xi măng:
P=0010 | X=0109.150-0331.650 | Y=0107.850-0119.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0010 | X=0109.150-0385.810 | Y=0125.350-0136.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0010 | X=0109.150-0428.410 | Y=0143.350-0154.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0010 | X=0109.150-0428.410 | Y=0154.850-0166.010 | Bùi Hữu Nghĩa đoạn từ Đường Nguyễn Thị Tồn đến Đường Huỳnh Mẫn
P=0010 | X=0109.150-0334.040 | Y=0166.350-0177.510 | Đạt có hiện trạng là đường nhựa, bê tông xi măng:
P=0010 | X=0093.950-0332.000 | Y=0183.850-0198.010 | 27 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0010 | X=0456.450-0473.130 | Y=0186.850-0198.010 | 810
P=0010 | X=0505.200-0521.880 | Y=0186.850-0198.010 | 550
P=0010 | X=0109.150-0415.070 | Y=0201.350-0212.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
