TABLE=042 | AREA=Xã Thống Nhất
--- SEQUENCE=3 | SECTION=agricultural | PAGES=941-961 | LINES=1363 ---
P=0941 | X=0111.150-0334.340 | Y=0457.100-0468.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0941 | X=0244.900-0408.850 | Y=0474.850-0486.010 | Giáp Trường Tiểu Hết giáo xứ Suối
P=0941 | X=0097.800-0181.060 | Y=0480.600-0491.760 | 8 Đường tỉnh 763
P=0941 | X=0457.900-0474.580 | Y=0480.600-0491.760 | 270
P=0941 | X=0505.300-0521.980 | Y=0480.600-0491.760 | 230
P=0941 | X=0244.900-0313.220 | Y=0486.350-0497.510 | học Võ Thị Sáu
P=0941 | X=0334.400-0352.740 | Y=0486.350-0497.510 | Nho
P=0941 | X=0111.150-0422.630 | Y=0504.100-0515.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0941 | X=0111.150-0405.460 | Y=0515.600-0526.760 | từ Giáp Trường Tiểu học Võ Thị Sáu đến Hết giáo xứ Suối Nho có
P=0941 | X=0111.150-0304.390 | Y=0527.100-0538.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=0941 | X=0097.800-0103.360 | Y=0533.100-0544.260 | 9
P=0941 | X=0457.900-0474.580 | Y=0533.100-0544.260 | 160
P=0941 | X=0505.300-0521.980 | Y=0533.100-0544.260 | 150
P=0941 | X=0111.150-0341.980 | Y=0544.600-0555.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0941 | X=0111.150-0387.810 | Y=0562.100-0573.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0941 | X=0111.150-0422.630 | Y=0579.850-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0941 | X=0111.150-0405.460 | Y=0591.350-0602.510 | từ Giáp Trường Tiểu học Võ Thị Sáu đến Hết giáo xứ Suối Nho có
P=0941 | X=0111.150-0304.390 | Y=0602.850-0614.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0941 | X=0095.000-0342.330 | Y=0620.350-0634.510 | 10 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0941 | X=0457.900-0474.580 | Y=0623.350-0634.510 | 130
P=0941 | X=0505.300-0521.980 | Y=0623.350-0634.510 | 100
P=0941 | X=0111.150-0417.070 | Y=0637.850-0649.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0941 | X=0111.150-0152.730 | Y=0649.350-0660.510 | ≤1.000m.
P=0941 | X=0111.150-0334.000 | Y=0666.850-0678.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0941 | X=0095.000-0422.630 | Y=0684.600-0695.760 | 11 Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0941 | X=0463.500-0474.620 | Y=0684.600-0695.760 | 90
P=0941 | X=0510.900-0522.020 | Y=0684.600-0695.760 | 50
P=0941 | X=0111.150-0405.460 | Y=0696.100-0707.260 | từ Giáp Trường Tiểu học Võ Thị Sáu đến Hết giáo xứ Suối Nho có
P=0941 | X=0111.150-0304.390 | Y=0707.600-0718.760 | hiện trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0111.150-0396.490 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0942 | X=0111.150-0334.340 | Y=0096.100-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0942 | X=0111.150-0396.060 | Y=0113.850-0125.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0942 | X=0111.150-0409.810 | Y=0125.350-0136.510 | Đường tỉnh 763 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Hết
P=0942 | X=0111.150-0397.730 | Y=0136.850-0148.010 | giáo xứ Suối Nho có hiện trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0095.000-0106.120 | Y=0142.850-0154.010 | 12
P=0942 | X=0457.900-0474.580 | Y=0142.850-0154.010 | 160
P=0942 | X=0505.300-0521.980 | Y=0142.850-0154.010 | 150
P=0942 | X=0111.150-0341.980 | Y=0154.350-0165.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0942 | X=0111.150-0387.810 | Y=0171.850-0183.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0942 | X=0111.150-0396.060 | Y=0189.600-0200.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0942 | X=0111.150-0409.810 | Y=0201.100-0212.260 | Đường tỉnh 763 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Hết
P=0942 | X=0111.150-0397.730 | Y=0212.600-0223.760 | giáo xứ Suối Nho có hiện trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0095.000-0342.330 | Y=0230.100-0244.260 | 13 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0942 | X=0457.900-0474.580 | Y=0233.100-0244.260 | 130
P=0942 | X=0505.300-0521.980 | Y=0233.100-0244.260 | 100
P=0942 | X=0111.150-0417.070 | Y=0247.600-0258.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0942 | X=0111.150-0152.730 | Y=0259.100-0270.260 | ≤1.000m.
P=0942 | X=0111.150-0334.000 | Y=0276.600-0287.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0942 | X=0111.150-0396.060 | Y=0294.350-0305.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0942 | X=0111.150-0409.810 | Y=0305.850-0317.010 | Đường tỉnh 763 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Hết
P=0942 | X=0111.150-0397.730 | Y=0317.350-0328.510 | giáo xứ Suối Nho có hiện trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0095.000-0106.120 | Y=0323.350-0334.510 | 14
P=0942 | X=0463.500-0474.620 | Y=0323.350-0334.510 | 90
P=0942 | X=0510.900-0522.020 | Y=0323.350-0334.510 | 50
P=0942 | X=0111.150-0396.490 | Y=0334.850-0346.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0942 | X=0111.150-0334.340 | Y=0352.350-0363.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0942 | X=0244.900-0319.350 | Y=0370.100-0381.260 | Hết giáo xứ Suối
P=0942 | X=0334.400-0414.290 | Y=0370.100-0381.260 | Đường tổ 2 ấp 3B
P=0942 | X=0095.000-0181.060 | Y=0375.850-0387.010 | 15 Đường tỉnh 763
P=0942 | X=0457.900-0474.580 | Y=0375.850-0387.010 | 270
P=0942 | X=0505.300-0521.980 | Y=0375.850-0387.010 | 230
P=0942 | X=0244.900-0263.240 | Y=0381.600-0392.760 | Nho
P=0942 | X=0334.400-0391.060 | Y=0381.600-0392.760 | xã Xuân Bắc
P=0942 | X=0111.150-0422.630 | Y=0399.350-0410.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0942 | X=0111.150-0415.500 | Y=0410.850-0422.010 | từ Hết giáo xứ Suối Nho đến Đường tổ 2 ấp 3B xã Xuân Bắc có hiện
P=0942 | X=0111.150-0282.730 | Y=0422.350-0433.510 | trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0095.000-0106.120 | Y=0428.350-0439.510 | 16
P=0942 | X=0457.900-0474.580 | Y=0428.350-0439.510 | 160
P=0942 | X=0505.300-0521.980 | Y=0428.350-0439.510 | 150
P=0942 | X=0111.150-0341.980 | Y=0439.850-0451.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0942 | X=0111.150-0387.810 | Y=0457.350-0468.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0942 | X=0111.150-0422.630 | Y=0475.100-0486.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0942 | X=0111.150-0415.500 | Y=0486.600-0497.760 | từ Hết giáo xứ Suối Nho đến Đường tổ 2 ấp 3B xã Xuân Bắc có hiện
P=0942 | X=0111.150-0282.730 | Y=0498.100-0509.260 | trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0095.000-0342.330 | Y=0515.600-0529.760 | 17 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0942 | X=0457.900-0474.580 | Y=0518.600-0529.760 | 130
P=0942 | X=0505.300-0521.980 | Y=0518.600-0529.760 | 100
P=0942 | X=0111.150-0417.070 | Y=0533.100-0544.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0942 | X=0111.150-0152.730 | Y=0544.600-0555.760 | ≤1.000m.
P=0942 | X=0111.150-0334.000 | Y=0562.100-0573.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0942 | X=0111.150-0422.630 | Y=0579.850-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0942 | X=0111.150-0415.500 | Y=0591.350-0602.510 | từ Hết giáo xứ Suối Nho đến Đường tổ 2 ấp 3B xã Xuân Bắc có hiện
P=0942 | X=0111.150-0282.730 | Y=0602.850-0614.010 | trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0095.000-0106.120 | Y=0608.850-0620.010 | 18
P=0942 | X=0463.500-0474.620 | Y=0608.850-0620.010 | 90
P=0942 | X=0510.900-0522.020 | Y=0608.850-0620.010 | 50
P=0942 | X=0111.150-0396.490 | Y=0620.350-0631.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0942 | X=0111.150-0334.340 | Y=0637.850-0649.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0942 | X=0095.000-0396.060 | Y=0655.600-0666.760 | 19 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0942 | X=0457.900-0474.580 | Y=0655.600-0666.760 | 160
P=0942 | X=0505.300-0521.980 | Y=0655.600-0666.760 | 150
P=0942 | X=0111.150-0418.750 | Y=0667.100-0678.260 | Đường tỉnh 763 đoạn từ Hết giáo xứ Suối Nho đến Đường tổ 2 ấp 3B
P=0942 | X=0111.150-0377.160 | Y=0678.600-0689.760 | xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0942 | X=0111.150-0341.980 | Y=0696.100-0707.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0943 | X=0111.150-0387.810 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0943 | X=0111.150-0396.060 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0943 | X=0111.150-0418.750 | Y=0107.850-0119.010 | Đường tỉnh 763 đoạn từ Hết giáo xứ Suối Nho đến Đường tổ 2 ấp 3B
P=0943 | X=0111.150-0377.160 | Y=0119.350-0130.510 | xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0095.000-0342.330 | Y=0136.850-0151.010 | 20 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0943 | X=0457.900-0474.580 | Y=0139.850-0151.010 | 130
P=0943 | X=0505.300-0521.980 | Y=0139.850-0151.010 | 100
P=0943 | X=0111.150-0417.070 | Y=0154.350-0165.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0943 | X=0111.150-0152.730 | Y=0165.850-0177.010 | ≤1.000m.
P=0943 | X=0111.150-0334.000 | Y=0183.350-0194.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0943 | X=0111.150-0396.060 | Y=0201.100-0212.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0943 | X=0111.150-0418.750 | Y=0212.600-0223.760 | Đường tỉnh 763 đoạn từ Hết giáo xứ Suối Nho đến Đường tổ 2 ấp 3B
P=0943 | X=0111.150-0377.160 | Y=0224.100-0235.260 | xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0095.000-0106.120 | Y=0230.100-0241.260 | 21
P=0943 | X=0463.500-0474.620 | Y=0230.100-0241.260 | 90
P=0943 | X=0510.900-0522.020 | Y=0230.100-0241.260 | 50
P=0943 | X=0111.150-0396.490 | Y=0241.600-0252.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0943 | X=0111.150-0334.340 | Y=0259.100-0270.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0943 | X=0244.900-0417.730 | Y=0276.850-0288.010 | Đường tổ 2 ấp 3B Giáp ranh xã Xuân
P=0943 | X=0095.000-0181.060 | Y=0282.600-0293.760 | 22 Đường tỉnh 763
P=0943 | X=0457.900-0474.580 | Y=0282.600-0293.760 | 530
P=0943 | X=0505.300-0521.980 | Y=0282.600-0293.760 | 400
P=0943 | X=0244.900-0301.560 | Y=0288.350-0299.510 | xã Xuân Bắc
P=0943 | X=0334.400-0350.520 | Y=0288.350-0299.510 | Lộc
P=0943 | X=0111.150-0422.630 | Y=0306.100-0317.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0943 | X=0111.150-0422.160 | Y=0317.600-0328.760 | từ Đường tổ 2 ấp 3B xã Xuân Bắc đến Giáp ranh xã Xuân Lộc có hiện
P=0943 | X=0111.150-0282.730 | Y=0329.100-0340.260 | trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0095.000-0106.120 | Y=0335.100-0346.260 | 23
P=0943 | X=0457.900-0474.580 | Y=0335.100-0346.260 | 380
P=0943 | X=0505.300-0521.980 | Y=0335.100-0346.260 | 250
P=0943 | X=0111.150-0341.980 | Y=0346.600-0357.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0943 | X=0111.150-0387.810 | Y=0364.100-0375.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0943 | X=0111.150-0422.630 | Y=0381.850-0393.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0943 | X=0111.150-0422.160 | Y=0393.350-0404.510 | từ Đường tổ 2 ấp 3B xã Xuân Bắc đến Giáp ranh xã Xuân Lộc có hiện
P=0943 | X=0111.150-0282.730 | Y=0404.850-0416.010 | trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0095.000-0342.330 | Y=0422.350-0436.510 | 24 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0943 | X=0457.900-0474.580 | Y=0425.350-0436.510 | 310
P=0943 | X=0505.300-0521.980 | Y=0425.350-0436.510 | 200
P=0943 | X=0111.150-0417.070 | Y=0439.850-0451.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0943 | X=0111.150-0152.730 | Y=0451.350-0462.510 | ≤1.000m.
P=0943 | X=0111.150-0334.000 | Y=0468.850-0480.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0943 | X=0111.150-0422.630 | Y=0486.600-0497.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 763 đoạn
P=0943 | X=0111.150-0422.160 | Y=0498.100-0509.260 | từ Đường tổ 2 ấp 3B xã Xuân Bắc đến Giáp ranh xã Xuân Lộc có hiện
P=0943 | X=0111.150-0282.730 | Y=0509.600-0520.760 | trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0095.000-0106.120 | Y=0515.600-0526.760 | 25
P=0943 | X=0457.900-0474.580 | Y=0515.600-0526.760 | 220
P=0943 | X=0505.300-0521.980 | Y=0515.600-0526.760 | 140
P=0943 | X=0111.150-0396.490 | Y=0527.100-0538.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0943 | X=0111.150-0334.340 | Y=0544.600-0555.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0943 | X=0111.150-0396.060 | Y=0562.350-0573.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0943 | X=0111.150-0403.730 | Y=0573.850-0585.010 | Đường tỉnh 763 đoạn từ Đường tổ 2 ấp 3B xã Xuân Bắc đến Giáp
P=0943 | X=0111.150-0398.840 | Y=0585.350-0596.510 | ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0095.000-0106.120 | Y=0591.350-0602.510 | 26
P=0943 | X=0457.900-0474.580 | Y=0591.350-0602.510 | 380
P=0943 | X=0505.300-0521.980 | Y=0591.350-0602.510 | 250
P=0943 | X=0111.150-0341.980 | Y=0602.850-0614.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0943 | X=0111.150-0387.810 | Y=0620.350-0631.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0943 | X=0095.000-0396.060 | Y=0638.100-0649.260 | 27 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0943 | X=0457.900-0474.580 | Y=0638.100-0649.260 | 310
P=0943 | X=0505.300-0521.980 | Y=0638.100-0649.260 | 200
P=0943 | X=0111.150-0403.730 | Y=0649.600-0660.760 | Đường tỉnh 763 đoạn từ Đường tổ 2 ấp 3B xã Xuân Bắc đến Giáp
P=0943 | X=0111.150-0398.840 | Y=0661.100-0672.260 | ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0943 | X=0111.150-0342.330 | Y=0678.600-0689.760 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0943 | X=0111.150-0417.070 | Y=0696.100-0707.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0943 | X=0111.150-0152.730 | Y=0707.600-0718.760 | ≤1.000m.
P=0944 | X=0111.150-0334.000 | Y=0078.600-0089.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0944 | X=0111.150-0396.060 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0944 | X=0111.150-0403.730 | Y=0107.850-0119.010 | Đường tỉnh 763 đoạn từ Đường tổ 2 ấp 3B xã Xuân Bắc đến Giáp
P=0944 | X=0111.150-0398.840 | Y=0119.350-0130.510 | ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0944 | X=0095.000-0106.120 | Y=0125.350-0136.510 | 28
P=0944 | X=0457.900-0474.580 | Y=0125.350-0136.510 | 220
P=0944 | X=0505.300-0521.980 | Y=0125.350-0136.510 | 140
P=0944 | X=0111.150-0396.490 | Y=0136.850-0148.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0944 | X=0111.150-0334.340 | Y=0154.350-0165.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0944 | X=0111.150-0219.940 | Y=0172.100-0183.260 | Đường Xuân Bắc - Long
P=0944 | X=0334.400-0416.540 | Y=0172.100-0183.260 | Giáp ranh phường
P=0944 | X=0095.000-0106.120 | Y=0177.850-0189.010 | 29
P=0944 | X=0244.900-0314.810 | Y=0177.850-0189.010 | Đường tỉnh 763
P=0944 | X=0457.900-0474.580 | Y=0177.850-0189.010 | 470
P=0944 | X=0505.300-0521.980 | Y=0177.850-0189.010 | 330
P=0944 | X=0111.150-0140.050 | Y=0183.600-0194.760 | Khánh
P=0944 | X=0334.400-0374.950 | Y=0183.600-0194.760 | Bảo Vinh
P=0944 | X=0111.150-0411.510 | Y=0201.350-0212.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bắc -
P=0944 | X=0111.150-0422.650 | Y=0212.850-0224.010 | Long Khánh đoạn từ Đường tỉnh 763 đến Giáp ranh phường Bảo Vinh
P=0944 | X=0111.150-0317.730 | Y=0224.350-0235.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0944 | X=0095.000-0106.120 | Y=0230.350-0241.510 | 30
P=0944 | X=0457.900-0474.580 | Y=0230.350-0241.510 | 330
P=0944 | X=0505.300-0521.980 | Y=0230.350-0241.510 | 200
P=0944 | X=0111.150-0341.980 | Y=0241.850-0253.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0944 | X=0111.150-0387.810 | Y=0259.350-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0944 | X=0111.150-0411.510 | Y=0277.100-0288.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bắc -
P=0944 | X=0111.150-0422.650 | Y=0288.600-0299.760 | Long Khánh đoạn từ Đường tỉnh 763 đến Giáp ranh phường Bảo Vinh
P=0944 | X=0111.150-0317.730 | Y=0300.100-0311.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0944 | X=0095.000-0342.330 | Y=0317.600-0331.760 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0944 | X=0457.900-0474.580 | Y=0320.600-0331.760 | 260
P=0944 | X=0505.300-0521.980 | Y=0320.600-0331.760 | 150
P=0944 | X=0111.150-0417.070 | Y=0335.100-0346.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0944 | X=0111.150-0152.730 | Y=0346.600-0357.760 | ≤1.000m.
P=0944 | X=0111.150-0334.000 | Y=0364.100-0375.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0944 | X=0111.150-0411.510 | Y=0381.850-0393.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bắc -
P=0944 | X=0111.150-0422.650 | Y=0393.350-0404.510 | Long Khánh đoạn từ Đường tỉnh 763 đến Giáp ranh phường Bảo Vinh
P=0944 | X=0111.150-0317.730 | Y=0404.850-0416.010 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0944 | X=0095.000-0106.120 | Y=0410.850-0422.010 | 32
P=0944 | X=0457.900-0474.580 | Y=0410.850-0422.010 | 180
P=0944 | X=0505.300-0521.980 | Y=0410.850-0422.010 | 110
P=0944 | X=0111.150-0396.490 | Y=0422.350-0433.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0944 | X=0111.150-0334.340 | Y=0439.850-0451.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0944 | X=0111.150-0396.060 | Y=0457.600-0468.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0944 | X=0111.150-0404.860 | Y=0469.100-0480.260 | Đường Xuân Bắc - Long Khánh đoạn từ Đường tỉnh 763 đến Giáp
P=0944 | X=0111.150-0422.090 | Y=0480.600-0491.760 | ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0944 | X=0095.000-0106.120 | Y=0486.600-0497.760 | 33
P=0944 | X=0457.900-0474.580 | Y=0486.600-0497.760 | 330
P=0944 | X=0505.300-0521.980 | Y=0486.600-0497.760 | 200
P=0944 | X=0111.150-0341.980 | Y=0498.100-0509.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0944 | X=0111.150-0387.810 | Y=0515.600-0526.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0944 | X=0111.150-0396.060 | Y=0533.350-0544.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0944 | X=0111.150-0404.860 | Y=0544.850-0556.010 | Đường Xuân Bắc - Long Khánh đoạn từ Đường tỉnh 763 đến Giáp
P=0944 | X=0111.150-0422.090 | Y=0556.350-0567.510 | ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0944 | X=0095.000-0342.330 | Y=0573.850-0588.010 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0944 | X=0457.900-0474.580 | Y=0576.850-0588.010 | 260
