TABLE=002 | AREA=Phường Trấn Biên
--- SEQUENCE=1 | SECTION=agricultural | PAGES=1-1 | LINES=37 ---
P=0020 | X=0113.100-0429.580 | Y=0321.100-0332.260 | Phương đoạn từ Cầu Rạch Cát đến Cầu Ghềnh có hiện trạng là đường
P=0020 | X=0113.100-0215.890 | Y=0332.600-0343.760 | nhựa, bê tông xi măng:
P=0020 | X=0098.750-0104.310 | Y=0338.600-0349.760 | 2
P=0020 | X=0460.500-0485.510 | Y=0338.600-0349.760 | 1.030
P=0020 | X=0505.300-0521.980 | Y=0338.600-0349.760 | 680
P=0020 | X=0113.100-0335.600 | Y=0350.100-0361.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0020 | X=0113.100-0389.760 | Y=0367.600-0378.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0020 | X=0113.100-0412.880 | Y=0385.350-0396.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0020 | X=0113.100-0429.580 | Y=0396.850-0408.010 | Phương đoạn từ Cầu Rạch Cát đến Cầu Ghềnh có hiện trạng là đường
P=0020 | X=0113.100-0215.890 | Y=0408.350-0419.510 | nhựa, bê tông xi măng:
P=0020 | X=0098.750-0104.310 | Y=0420.100-0431.260 | 3
P=0020 | X=0468.800-0485.480 | Y=0420.100-0431.260 | 860
P=0020 | X=0505.300-0521.980 | Y=0420.100-0431.260 | 570
P=0020 | X=0113.100-0335.950 | Y=0425.850-0437.010 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0020 | X=0113.100-0419.020 | Y=0443.350-0454.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0020 | X=0113.100-0146.350 | Y=0454.850-0466.010 | ≤600m.
P=0020 | X=0113.100-0412.880 | Y=0472.600-0483.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0020 | X=0113.100-0429.580 | Y=0484.100-0495.260 | Phương đoạn từ Cầu Rạch Cát đến Cầu Ghềnh có hiện trạng là đường
P=0020 | X=0113.100-0215.890 | Y=0495.600-0506.760 | nhựa, bê tông xi măng:
P=0020 | X=0098.750-0104.310 | Y=0501.600-0512.760 | 4
P=0020 | X=0468.800-0485.480 | Y=0501.600-0512.760 | 670
P=0020 | X=0505.300-0521.980 | Y=0501.600-0512.760 | 450
P=0020 | X=0113.100-0390.110 | Y=0513.100-0524.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0020 | X=0113.100-0336.290 | Y=0530.600-0541.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0020 | X=0113.100-0432.360 | Y=0548.350-0559.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0020 | X=0113.100-0448.540 | Y=0559.850-0571.010 | Nguyễn Tri Phương đoạn từ Cầu Rạch Cát đến Cầu Ghềnh có hiện trạng là
P=0020 | X=0113.100-0248.580 | Y=0571.350-0582.510 | đường nhựa, bê tông xi măng:
P=0020 | X=0098.750-0104.310 | Y=0577.350-0588.510 | 5
P=0020 | X=0460.500-0485.510 | Y=0577.350-0588.510 | 1.030
P=0020 | X=0505.300-0521.980 | Y=0577.350-0588.510 | 680
P=0020 | X=0113.100-0335.600 | Y=0588.850-0600.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0020 | X=0113.100-0389.760 | Y=0606.350-0617.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0020 | X=0098.750-0432.360 | Y=0624.100-0635.260 | 6 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0020 | X=0468.800-0485.480 | Y=0624.100-0635.260 | 860
P=0020 | X=0505.300-0521.980 | Y=0624.100-0635.260 | 570
P=0020 | X=0113.100-0448.540 | Y=0635.600-0646.760 | Nguyễn Tri Phương đoạn từ Cầu Rạch Cát đến Cầu Ghềnh có hiện trạng là
P=0020 | X=0113.100-0248.580 | Y=0647.100-0658.260 | đường nhựa, bê tông xi măng:
P=0020 | X=0113.100-0335.950 | Y=0664.600-0675.760 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0020 | X=0113.100-0419.020 | Y=0682.100-0693.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0020 | X=0113.100-0146.350 | Y=0693.600-0704.760 | ≤600m.
P=0021 | X=0113.100-0335.950 | Y=0078.600-0089.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0021 | X=0113.100-0432.360 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0021 | X=0113.100-0448.540 | Y=0107.850-0119.010 | Nguyễn Tri Phương đoạn từ Cầu Rạch Cát đến Cầu Ghềnh có hiện trạng là
P=0021 | X=0113.100-0248.580 | Y=0119.350-0130.510 | đường nhựa, bê tông xi măng:
P=0021 | X=0098.750-0104.310 | Y=0125.350-0136.510 | 7
P=0021 | X=0468.800-0485.480 | Y=0125.350-0136.510 | 670
P=0021 | X=0505.300-0521.980 | Y=0125.350-0136.510 | 450
P=0021 | X=0113.100-0390.110 | Y=0136.850-0148.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0021 | X=0113.100-0339.070 | Y=0154.350-0165.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0021 | X=0252.350-0332.810 | Y=0172.100-0183.260 | Đường Nguyễn Ái
P=0021 | X=0346.450-0438.030 | Y=0172.100-0183.260 | Đường Nguyễn Bỉnh
P=0021 | X=0098.750-0223.580 | Y=0177.850-0189.010 | 8 Đường Huỳnh Văn Nghệ
P=0021 | X=0460.500-0485.510 | Y=0177.850-0189.010 | 1.500
P=0021 | X=0505.300-0521.980 | Y=0177.850-0189.010 | 970
P=0021 | X=0252.350-0276.240 | Y=0183.600-0194.760 | Quốc
P=0021 | X=0346.450-0374.780 | Y=0183.600-0194.760 | Khiêm
P=0021 | X=0113.100-0440.140 | Y=0201.350-0212.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0021 | X=0113.100-0437.350 | Y=0212.850-0224.010 | đoạn từ Đường Nguyễn Ái Quốc đến Đường Nguyễn Bỉnh Khiêm có hiện
P=0021 | X=0113.100-0284.680 | Y=0224.350-0235.510 | trạng là đường nhựa, bê tông xi măng:
P=0021 | X=0098.750-0104.310 | Y=0230.350-0241.510 | 9
P=0021 | X=0460.500-0485.510 | Y=0230.350-0241.510 | 1.030
P=0021 | X=0505.300-0521.980 | Y=0230.350-0241.510 | 680
P=0021 | X=0113.100-0335.600 | Y=0241.850-0253.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0021 | X=0113.100-0389.760 | Y=0259.350-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0021 | X=0113.100-0440.140 | Y=0277.100-0288.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0021 | X=0113.100-0437.350 | Y=0288.600-0299.760 | đoạn từ Đường Nguyễn Ái Quốc đến Đường Nguyễn Bỉnh Khiêm có hiện
P=0021 | X=0113.100-0284.680 | Y=0300.100-0311.260 | trạng là đường nhựa, bê tông xi măng:
P=0021 | X=0096.000-0335.950 | Y=0317.600-0331.760 | 10 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0021 | X=0468.800-0485.480 | Y=0320.600-0331.760 | 860
P=0021 | X=0505.300-0521.980 | Y=0320.600-0331.760 | 570
P=0021 | X=0113.100-0419.020 | Y=0335.100-0346.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0021 | X=0113.100-0146.350 | Y=0346.600-0357.760 | ≤600m.
P=0021 | X=0113.100-0335.950 | Y=0364.100-0375.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0021 | X=0113.100-0440.140 | Y=0381.850-0393.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0021 | X=0113.100-0437.350 | Y=0393.350-0404.510 | đoạn từ Đường Nguyễn Ái Quốc đến Đường Nguyễn Bỉnh Khiêm có hiện
P=0021 | X=0113.100-0284.680 | Y=0404.850-0416.010 | trạng là đường nhựa, bê tông xi măng:
P=0021 | X=0096.000-0107.120 | Y=0410.850-0422.010 | 11
P=0021 | X=0468.800-0485.480 | Y=0410.850-0422.010 | 670
P=0021 | X=0505.300-0521.980 | Y=0410.850-0422.010 | 450
P=0021 | X=0113.100-0390.110 | Y=0422.350-0433.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0021 | X=0113.100-0336.290 | Y=0439.850-0451.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0021 | X=0113.100-0432.360 | Y=0457.600-0468.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0021 | X=0113.100-0427.400 | Y=0469.100-0480.260 | Huỳnh Văn Nghệ đoạn từ Đường Nguyễn Ái Quốc đến Đường Nguyễn
P=0021 | X=0113.100-0373.560 | Y=0480.600-0491.760 | Bỉnh Khiêm có hiện trạng là đường nhựa, bê tông xi măng:
P=0021 | X=0096.000-0107.120 | Y=0486.600-0497.760 | 12
P=0021 | X=0460.500-0485.510 | Y=0486.600-0497.760 | 1.030
P=0021 | X=0505.300-0521.980 | Y=0486.600-0497.760 | 680
P=0021 | X=0113.100-0335.600 | Y=0498.100-0509.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0021 | X=0113.100-0389.760 | Y=0515.600-0526.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0021 | X=0113.100-0432.360 | Y=0533.350-0544.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0021 | X=0113.100-0427.400 | Y=0544.850-0556.010 | Huỳnh Văn Nghệ đoạn từ Đường Nguyễn Ái Quốc đến Đường Nguyễn
P=0021 | X=0113.100-0373.560 | Y=0556.350-0567.510 | Bỉnh Khiêm có hiện trạng là đường nhựa, bê tông xi măng:
P=0021 | X=0096.000-0335.950 | Y=0573.850-0588.010 | 13 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0021 | X=0468.800-0485.480 | Y=0576.850-0588.010 | 860
P=0021 | X=0505.300-0521.980 | Y=0576.850-0588.010 | 570
P=0021 | X=0113.100-0419.020 | Y=0591.350-0602.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0021 | X=0113.100-0146.350 | Y=0602.850-0614.010 | ≤600m.
P=0021 | X=0113.100-0335.950 | Y=0620.350-0631.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0021 | X=0113.100-0432.360 | Y=0638.100-0649.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0021 | X=0113.100-0427.400 | Y=0649.600-0660.760 | Huỳnh Văn Nghệ đoạn từ Đường Nguyễn Ái Quốc đến Đường Nguyễn
P=0021 | X=0113.100-0373.560 | Y=0661.100-0672.260 | Bỉnh Khiêm có hiện trạng là đường nhựa, bê tông xi măng:
P=0021 | X=0096.000-0107.120 | Y=0667.100-0678.260 | 14
P=0021 | X=0468.800-0485.480 | Y=0667.100-0678.260 | 670
P=0021 | X=0505.300-0521.980 | Y=0667.100-0678.260 | 450
P=0021 | X=0113.100-0390.110 | Y=0678.600-0689.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0021 | X=0113.100-0339.070 | Y=0696.100-0707.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0022 | X=0252.350-0343.930 | Y=0078.600-0089.760 | Đường Nguyễn Bỉnh
P=0022 | X=0096.000-0223.580 | Y=0084.350-0095.510 | 15 Đường Huỳnh Văn Nghệ
P=0022 | X=0346.450-0445.780 | Y=0084.350-0095.510 | Đường Ngô Thì Nhậm
P=0022 | X=0460.500-0485.510 | Y=0084.350-0095.510 | 1.500
P=0022 | X=0505.300-0521.980 | Y=0084.350-0095.510 | 970
P=0022 | X=0252.350-0280.680 | Y=0090.100-0101.260 | Khiêm
P=0022 | X=0113.100-0440.140 | Y=0107.850-0119.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0022 | X=0113.100-0429.570 | Y=0119.350-0130.510 | đoạn từ Đường Nguyễn Bỉnh Khiêm đến Đường Ngô Thì Nhậm có hiện
P=0022 | X=0113.100-0284.680 | Y=0130.850-0142.010 | trạng là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0107.120 | Y=0136.850-0148.010 | 16
P=0022 | X=0460.500-0485.510 | Y=0136.850-0148.010 | 1.030
P=0022 | X=0505.300-0521.980 | Y=0136.850-0148.010 | 680
P=0022 | X=0113.100-0335.600 | Y=0148.350-0159.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0022 | X=0113.100-0389.760 | Y=0165.850-0177.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0022 | X=0113.100-0440.140 | Y=0183.600-0194.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0022 | X=0113.100-0429.570 | Y=0195.100-0206.260 | đoạn từ Đường Nguyễn Bỉnh Khiêm đến Đường Ngô Thì Nhậm có hiện
P=0022 | X=0113.100-0284.680 | Y=0206.600-0217.760 | trạng là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0335.950 | Y=0224.100-0238.260 | 17 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0022 | X=0468.800-0485.480 | Y=0227.100-0238.260 | 860
P=0022 | X=0505.300-0521.980 | Y=0227.100-0238.260 | 570
P=0022 | X=0113.100-0419.020 | Y=0241.600-0252.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0022 | X=0113.100-0146.350 | Y=0253.100-0264.260 | ≤600m.
P=0022 | X=0113.100-0335.950 | Y=0270.600-0281.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0022 | X=0113.100-0440.140 | Y=0288.350-0299.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0022 | X=0113.100-0429.570 | Y=0299.850-0311.010 | đoạn từ Đường Nguyễn Bỉnh Khiêm đến Đường Ngô Thì Nhậm có hiện
P=0022 | X=0113.100-0284.680 | Y=0311.350-0322.510 | trạng là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0107.120 | Y=0317.350-0328.510 | 18
P=0022 | X=0468.800-0485.480 | Y=0317.350-0328.510 | 670
P=0022 | X=0505.300-0521.980 | Y=0317.350-0328.510 | 450
P=0022 | X=0113.100-0390.110 | Y=0328.850-0340.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0022 | X=0113.100-0336.290 | Y=0346.350-0357.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0022 | X=0113.100-0432.360 | Y=0364.100-0375.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0022 | X=0113.100-0444.040 | Y=0375.600-0386.760 | Huỳnh Văn Nghệ đoạn từ Đường Nguyễn Bỉnh Khiêm đến Đường Ngô Thì
P=0022 | X=0113.100-0349.110 | Y=0387.100-0398.260 | Nhậm có hiện trạng là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0107.120 | Y=0393.100-0404.260 | 19
P=0022 | X=0460.500-0485.510 | Y=0393.100-0404.260 | 1.030
P=0022 | X=0505.300-0521.980 | Y=0393.100-0404.260 | 680
P=0022 | X=0113.100-0335.600 | Y=0404.600-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0022 | X=0113.100-0389.760 | Y=0422.100-0433.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0022 | X=0113.100-0432.360 | Y=0439.850-0451.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0022 | X=0113.100-0444.040 | Y=0451.350-0462.510 | Huỳnh Văn Nghệ đoạn từ Đường Nguyễn Bỉnh Khiêm đến Đường Ngô Thì
P=0022 | X=0113.100-0349.110 | Y=0462.850-0474.010 | Nhậm có hiện trạng là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0335.950 | Y=0480.350-0494.510 | 20 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0022 | X=0468.800-0485.480 | Y=0483.350-0494.510 | 860
P=0022 | X=0505.300-0521.980 | Y=0483.350-0494.510 | 570
P=0022 | X=0113.100-0419.020 | Y=0497.850-0509.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0022 | X=0113.100-0146.350 | Y=0509.350-0520.510 | ≤600m.
P=0022 | X=0113.100-0335.950 | Y=0526.850-0538.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0022 | X=0113.100-0432.360 | Y=0544.600-0555.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0022 | X=0113.100-0444.040 | Y=0556.100-0567.260 | Huỳnh Văn Nghệ đoạn từ Đường Nguyễn Bỉnh Khiêm đến Đường Ngô Thì
P=0022 | X=0113.100-0349.110 | Y=0567.600-0578.760 | Nhậm có hiện trạng là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0107.120 | Y=0573.600-0584.760 | 21
P=0022 | X=0468.800-0485.480 | Y=0573.600-0584.760 | 670
P=0022 | X=0505.300-0521.980 | Y=0573.600-0584.760 | 450
P=0022 | X=0113.100-0390.110 | Y=0585.100-0596.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0022 | X=0113.100-0339.070 | Y=0602.600-0613.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0022 | X=0252.350-0322.240 | Y=0620.350-0631.510 | Đường Ngô Thì
P=0022 | X=0346.450-0429.580 | Y=0620.350-0631.510 | Đường Võ Trường
P=0022 | X=0096.000-0223.580 | Y=0626.100-0637.260 | 22 Đường Huỳnh Văn Nghệ
P=0022 | X=0460.500-0485.510 | Y=0626.100-0637.260 | 1.500
P=0022 | X=0505.300-0521.980 | Y=0626.100-0637.260 | 970
P=0022 | X=0252.350-0279.020 | Y=0631.850-0643.010 | Nhậm
P=0022 | X=0346.450-0369.230 | Y=0631.850-0643.010 | Toản
P=0022 | X=0113.100-0440.140 | Y=0649.600-0660.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0022 | X=0113.100-0441.120 | Y=0661.100-0672.260 | đoạn từ Đường Ngô Thì Nhậm đến Đường Võ Trường Toản có hiện trạng
P=0022 | X=0113.100-0259.120 | Y=0672.600-0683.760 | là đường nhựa, bê tông xi măng:
P=0022 | X=0096.000-0107.120 | Y=0678.600-0689.760 | 23
P=0022 | X=0460.500-0485.510 | Y=0678.600-0689.760 | 1.030
P=0022 | X=0505.300-0521.980 | Y=0678.600-0689.760 | 680
P=0022 | X=0113.100-0335.600 | Y=0690.100-0701.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0022 | X=0113.100-0389.760 | Y=0707.600-0718.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0023 | X=0113.100-0440.140 | Y=0078.600-0089.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0023 | X=0113.100-0441.120 | Y=0090.100-0101.260 | đoạn từ Đường Ngô Thì Nhậm đến Đường Võ Trường Toản có hiện trạng
P=0023 | X=0113.100-0259.120 | Y=0101.600-0112.760 | là đường nhựa, bê tông xi măng:
P=0023 | X=0096.000-0335.950 | Y=0119.100-0133.260 | 24 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0023 | X=0468.800-0485.480 | Y=0122.100-0133.260 | 860
P=0023 | X=0505.300-0521.980 | Y=0122.100-0133.260 | 570
P=0023 | X=0113.100-0419.020 | Y=0136.600-0147.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0023 | X=0113.100-0146.350 | Y=0148.100-0159.260 | ≤600m.
P=0023 | X=0113.100-0335.950 | Y=0165.600-0176.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0023 | X=0113.100-0440.140 | Y=0183.350-0194.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh Văn Nghệ
P=0023 | X=0113.100-0441.120 | Y=0194.850-0206.010 | đoạn từ Đường Ngô Thì Nhậm đến Đường Võ Trường Toản có hiện trạng
P=0023 | X=0113.100-0259.120 | Y=0206.350-0217.510 | là đường nhựa, bê tông xi măng:
P=0023 | X=0096.000-0107.120 | Y=0212.350-0223.510 | 25
P=0023 | X=0468.800-0485.480 | Y=0212.350-0223.510 | 670
P=0023 | X=0505.300-0521.980 | Y=0212.350-0223.510 | 450
P=0023 | X=0113.100-0390.110 | Y=0223.850-0235.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0023 | X=0113.100-0336.290 | Y=0241.350-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
