TABLE=045 | AREA=Xã La Ngà
--- SEQUENCE=3 | SECTION=agricultural | PAGES=962-1251 | LINES=19200 ---
P=0962 | X=0111.150-0387.810 | Y=0276.600-0287.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0962 | X=0111.150-0396.060 | Y=0294.350-0305.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0962 | X=0111.150-0409.940 | Y=0305.850-0317.010 | Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan
P=0962 | X=0111.150-0353.840 | Y=0317.350-0328.510 | Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=0962 | X=0092.200-0342.330 | Y=0334.850-0349.010 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0962 | X=0457.900-0474.580 | Y=0337.850-0349.010 | 120
P=0962 | X=0510.900-0522.020 | Y=0337.850-0349.010 | 90
P=0962 | X=0111.150-0417.070 | Y=0352.350-0363.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0962 | X=0111.150-0152.730 | Y=0363.850-0375.010 | ≤1.000m.
P=0962 | X=0111.150-0334.000 | Y=0381.350-0392.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0962 | X=0111.150-0396.060 | Y=0399.100-0410.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0962 | X=0111.150-0409.940 | Y=0410.600-0421.760 | Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan
P=0962 | X=0111.150-0353.840 | Y=0422.100-0433.260 | Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=0962 | X=0092.200-0108.880 | Y=0428.100-0439.260 | 168
P=0962 | X=0463.500-0474.620 | Y=0428.100-0439.260 | 80
P=0962 | X=0510.900-0522.020 | Y=0428.100-0439.260 | 50
P=0962 | X=0111.150-0396.490 | Y=0439.600-0450.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0962 | X=0111.150-0334.340 | Y=0457.100-0468.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0962 | X=0244.900-0308.780 | Y=0474.850-0486.010 | Tu viện Thánh
P=0962 | X=0092.200-0162.180 | Y=0480.600-0491.760 | 169 Đường 101
P=0962 | X=0334.400-0404.310 | Y=0480.600-0491.760 | Đường tỉnh 763
P=0962 | X=0457.900-0474.580 | Y=0480.600-0491.760 | 250
P=0962 | X=0505.300-0521.980 | Y=0480.600-0491.760 | 200
P=0962 | X=0244.900-0307.680 | Y=0486.350-0497.510 | Gioan Granda
P=0962 | X=0111.150-0415.980 | Y=0504.100-0515.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0962 | X=0111.150-0403.800 | Y=0515.600-0526.760 | Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có hiện trạng là
P=0962 | X=0111.150-0246.630 | Y=0527.100-0538.260 | đường nhựa, bê tông xi măng:
P=0962 | X=0092.200-0108.880 | Y=0533.100-0544.260 | 170
P=0962 | X=0457.900-0474.580 | Y=0533.100-0544.260 | 150
P=0962 | X=0505.300-0521.980 | Y=0533.100-0544.260 | 110
P=0962 | X=0111.150-0341.980 | Y=0544.600-0555.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0962 | X=0111.150-0387.810 | Y=0562.100-0573.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0962 | X=0111.150-0415.980 | Y=0579.850-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0962 | X=0111.150-0403.800 | Y=0591.350-0602.510 | Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có hiện trạng là
P=0962 | X=0111.150-0246.630 | Y=0602.850-0614.010 | đường nhựa, bê tông xi măng:
P=0962 | X=0092.200-0342.330 | Y=0620.350-0634.510 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0962 | X=0457.900-0474.580 | Y=0623.350-0634.510 | 120
P=0962 | X=0510.900-0522.020 | Y=0623.350-0634.510 | 70
P=0962 | X=0111.150-0417.070 | Y=0637.850-0649.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0962 | X=0111.150-0152.730 | Y=0649.350-0660.510 | ≤1.000m.
P=0962 | X=0111.150-0334.000 | Y=0666.850-0678.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0962 | X=0092.200-0415.980 | Y=0684.600-0695.760 | 172 Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn từ
P=0962 | X=0463.500-0474.620 | Y=0684.600-0695.760 | 80
P=0962 | X=0510.900-0522.020 | Y=0684.600-0695.760 | 40
P=0962 | X=0111.150-0403.800 | Y=0696.100-0707.260 | Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có hiện trạng là
P=0962 | X=0111.150-0246.630 | Y=0707.600-0718.760 | đường nhựa, bê tông xi măng:
P=0963 | X=0111.150-0396.490 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0963 | X=0111.150-0334.340 | Y=0096.100-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0963 | X=0111.150-0396.060 | Y=0113.850-0125.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0963 | X=0111.150-0423.750 | Y=0125.350-0136.510 | Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763
P=0963 | X=0111.150-0317.730 | Y=0136.850-0148.010 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0963 | X=0092.200-0108.880 | Y=0142.850-0154.010 | 173
P=0963 | X=0457.900-0474.580 | Y=0142.850-0154.010 | 150
P=0963 | X=0505.300-0521.980 | Y=0142.850-0154.010 | 110
P=0963 | X=0111.150-0341.980 | Y=0154.350-0165.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0963 | X=0111.150-0387.810 | Y=0171.850-0183.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0963 | X=0111.150-0396.060 | Y=0189.600-0200.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0963 | X=0111.150-0423.750 | Y=0201.100-0212.260 | Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763
P=0963 | X=0111.150-0317.730 | Y=0212.600-0223.760 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0963 | X=0092.200-0342.330 | Y=0230.100-0244.260 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0963 | X=0457.900-0474.580 | Y=0233.100-0244.260 | 120
P=0963 | X=0510.900-0522.020 | Y=0233.100-0244.260 | 70
P=0963 | X=0111.150-0417.070 | Y=0247.600-0258.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0963 | X=0111.150-0152.730 | Y=0259.100-0270.260 | ≤1.000m.
P=0963 | X=0111.150-0334.000 | Y=0276.600-0287.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0963 | X=0111.150-0396.060 | Y=0294.350-0305.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0963 | X=0111.150-0423.750 | Y=0305.850-0317.010 | Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763
P=0963 | X=0111.150-0317.730 | Y=0317.350-0328.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0963 | X=0092.200-0108.880 | Y=0323.350-0334.510 | 175
P=0963 | X=0463.500-0474.620 | Y=0323.350-0334.510 | 80
P=0963 | X=0510.900-0522.020 | Y=0323.350-0334.510 | 40
P=0963 | X=0111.150-0396.490 | Y=0334.850-0346.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0963 | X=0111.150-0334.340 | Y=0352.350-0363.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0963 | X=0334.400-0409.860 | Y=0370.100-0381.260 | Đường vào Thác
P=0963 | X=0092.200-0177.170 | Y=0375.850-0387.010 | 176 Đường NaGoa
P=0963 | X=0244.900-0329.270 | Y=0375.850-0387.010 | Ngã ba đường 101
P=0963 | X=0457.900-0474.580 | Y=0375.850-0387.010 | 230
P=0963 | X=0505.300-0521.980 | Y=0375.850-0387.010 | 200
P=0963 | X=0334.400-0352.600 | Y=0381.600-0392.760 | Trời
P=0963 | X=0111.150-0418.740 | Y=0399.350-0410.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường NaGoa đoạn
P=0963 | X=0111.150-0397.500 | Y=0410.850-0422.010 | từ Ngã ba đường 101 đến Đường vào Thác Trời có hiện trạng là
P=0963 | X=0111.150-0246.630 | Y=0422.350-0433.510 | đường nhựa, bê tông xi măng:
P=0963 | X=0092.200-0108.880 | Y=0428.350-0439.510 | 177
P=0963 | X=0457.900-0474.580 | Y=0428.350-0439.510 | 140
P=0963 | X=0505.300-0521.980 | Y=0428.350-0439.510 | 110
P=0963 | X=0111.150-0341.980 | Y=0439.850-0451.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0963 | X=0111.150-0387.810 | Y=0457.350-0468.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0963 | X=0111.150-0418.740 | Y=0475.100-0486.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường NaGoa đoạn
P=0963 | X=0111.150-0397.500 | Y=0486.600-0497.760 | từ Ngã ba đường 101 đến Đường vào Thác Trời có hiện trạng là
P=0963 | X=0111.150-0246.630 | Y=0498.100-0509.260 | đường nhựa, bê tông xi măng:
P=0963 | X=0092.200-0342.330 | Y=0515.600-0529.760 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0963 | X=0457.900-0474.580 | Y=0518.600-0529.760 | 110
P=0963 | X=0510.900-0522.020 | Y=0518.600-0529.760 | 70
P=0963 | X=0111.150-0417.070 | Y=0533.100-0544.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0963 | X=0111.150-0152.730 | Y=0544.600-0555.760 | ≤1.000m.
P=0963 | X=0111.150-0334.000 | Y=0562.100-0573.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0963 | X=0111.150-0418.740 | Y=0579.850-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường NaGoa đoạn
P=0963 | X=0111.150-0397.500 | Y=0591.350-0602.510 | từ Ngã ba đường 101 đến Đường vào Thác Trời có hiện trạng là
P=0963 | X=0111.150-0246.630 | Y=0602.850-0614.010 | đường nhựa, bê tông xi măng:
P=0963 | X=0092.200-0108.880 | Y=0608.850-0620.010 | 179
P=0963 | X=0463.500-0474.620 | Y=0608.850-0620.010 | 70
P=0963 | X=0510.900-0522.020 | Y=0608.850-0620.010 | 40
P=0963 | X=0111.150-0396.490 | Y=0620.350-0631.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0963 | X=0111.150-0334.340 | Y=0637.850-0649.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0963 | X=0092.200-0396.060 | Y=0655.600-0666.760 | 180 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0963 | X=0457.900-0474.580 | Y=0655.600-0666.760 | 140
P=0963 | X=0505.300-0521.980 | Y=0655.600-0666.760 | 110
P=0963 | X=0111.150-0420.190 | Y=0667.100-0678.260 | Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=0963 | X=0111.150-0317.730 | Y=0678.600-0689.760 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0963 | X=0111.150-0341.980 | Y=0696.100-0707.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0964 | X=0111.150-0387.810 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0964 | X=0111.150-0396.060 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0964 | X=0111.150-0420.190 | Y=0107.850-0119.010 | Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=0964 | X=0111.150-0317.730 | Y=0119.350-0130.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0964 | X=0092.200-0342.330 | Y=0136.850-0151.010 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0964 | X=0457.900-0474.580 | Y=0139.850-0151.010 | 110
P=0964 | X=0510.900-0522.020 | Y=0139.850-0151.010 | 70
P=0964 | X=0111.150-0417.070 | Y=0154.350-0165.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0964 | X=0111.150-0152.730 | Y=0165.850-0177.010 | ≤1.000m.
P=0964 | X=0111.150-0334.000 | Y=0183.350-0194.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0964 | X=0111.150-0396.060 | Y=0201.100-0212.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0964 | X=0111.150-0420.190 | Y=0212.600-0223.760 | Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=0964 | X=0111.150-0317.730 | Y=0224.100-0235.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0964 | X=0092.200-0108.880 | Y=0230.100-0241.260 | 182
P=0964 | X=0463.500-0474.620 | Y=0230.100-0241.260 | 70
P=0964 | X=0510.900-0522.020 | Y=0230.100-0241.260 | 40
P=0964 | X=0111.150-0396.490 | Y=0241.600-0252.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0964 | X=0111.150-0334.340 | Y=0259.100-0270.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0964 | X=0090.100-0167.630 | Y=0276.850-0288.010 | 28. Xã Xuân Phú
P=0964 | X=0424.250-0458.110 | Y=0294.600-0305.760 | Giá đất
P=0964 | X=0478.100-0511.960 | Y=0300.350-0311.510 | Giá đất
P=0964 | X=0418.700-0463.670 | Y=0306.100-0317.260 | trồng cây
P=0964 | X=0473.350-0516.720 | Y=0311.850-0323.010 | rừng sản
P=0964 | X=0420.900-0461.470 | Y=0317.600-0328.760 | lâu năm,
P=0964 | X=0097.400-0109.360 | Y=0323.350-0334.510 | TT
P=0964 | X=0122.350-0229.610 | Y=0323.350-0334.510 | Tên đường giao thông
P=0964 | X=0258.900-0303.420 | Y=0323.350-0334.510 | Điểm đầu
P=0964 | X=0347.250-0394.450 | Y=0323.350-0334.510 | Điểm cuối
P=0964 | X=0474.500-0515.570 | Y=0323.350-0334.510 | xuất, đất
P=0964 | X=0419.550-0462.870 | Y=0329.100-0340.260 | đất trồng
P=0964 | X=0470.300-0519.650 | Y=0334.850-0346.010 | nuôi trồng
P=0964 | X=0419.550-0462.860 | Y=0340.600-0351.760 | cây hằng
P=0964 | X=0474.500-0515.580 | Y=0346.350-0357.510 | thủy sản
P=0964 | X=0430.950-0451.500 | Y=0352.100-0363.260 | năm
P=0964 | X=0235.000-0405.880 | Y=0369.850-0381.010 | Giáp ranh xã Xuân Đường Xuân Phú
P=0964 | X=0100.700-0106.320 | Y=0375.600-0386.760 | 1
P=0964 | X=0117.000-0160.010 | Y=0375.600-0386.760 | Quốc lộ 1
P=0964 | X=0451.700-0467.890 | Y=0375.600-0386.760 | 570
P=0964 | X=0505.550-0521.740 | Y=0375.600-0386.760 | 400
P=0964 | X=0235.000-0254.970 | Y=0381.350-0392.510 | Định
P=0964 | X=0327.550-0338.420 | Y=0381.350-0392.510 | 16
P=0964 | X=0117.000-0413.570 | Y=0399.100-0410.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0964 | X=0117.000-0409.110 | Y=0410.600-0421.760 | Giáp ranh xã Xuân Định đến Đường Xuân Phú 16 có hiện trạng là
P=0964 | X=0117.000-0254.540 | Y=0422.100-0433.260 | đường nhựa, bê tông xi măng:
P=0964 | X=0100.700-0106.320 | Y=0428.100-0439.260 | 2
P=0964 | X=0451.700-0467.890 | Y=0428.100-0439.260 | 380
P=0964 | X=0505.550-0521.740 | Y=0428.100-0439.260 | 250
P=0964 | X=0117.000-0347.560 | Y=0439.600-0450.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0964 | X=0117.000-0393.870 | Y=0457.100-0468.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0964 | X=0117.000-0402.140 | Y=0474.850-0486.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=0964 | X=0117.000-0411.480 | Y=0486.350-0497.510 | từ Giáp ranh xã Xuân Định đến Đường Xuân Phú 16 có hiện trạng
P=0964 | X=0117.000-0262.390 | Y=0497.850-0509.010 | là đường nhựa, bê tông xi măng:
P=0964 | X=0117.000-0347.910 | Y=0515.350-0526.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0964 | X=0100.700-0106.320 | Y=0518.350-0529.510 | 3
P=0964 | X=0451.700-0467.890 | Y=0518.350-0529.510 | 300
P=0964 | X=0505.550-0521.740 | Y=0518.350-0529.510 | 200
P=0964 | X=0117.000-0404.390 | Y=0532.850-0544.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0964 | X=0117.000-0177.360 | Y=0544.350-0555.510 | đến ≤1.000m.
P=0964 | X=0117.000-0339.720 | Y=0561.850-0573.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0964 | X=0117.000-0413.570 | Y=0579.600-0590.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0964 | X=0117.000-0409.110 | Y=0591.100-0602.260 | Giáp ranh xã Xuân Định đến Đường Xuân Phú 16 có hiện trạng là
P=0964 | X=0117.000-0254.540 | Y=0602.600-0613.760 | đường nhựa, bê tông xi măng:
P=0964 | X=0100.700-0106.320 | Y=0608.600-0619.760 | 4
P=0964 | X=0451.700-0467.890 | Y=0608.600-0619.760 | 220
P=0964 | X=0505.550-0521.740 | Y=0608.600-0619.760 | 140
P=0964 | X=0117.000-0402.360 | Y=0620.100-0631.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0964 | X=0117.000-0340.080 | Y=0637.600-0648.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0964 | X=0100.700-0106.320 | Y=0655.350-0666.510 | 5
P=0964 | X=0117.000-0401.910 | Y=0655.350-0666.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0964 | X=0451.700-0467.890 | Y=0655.350-0666.510 | 380
P=0964 | X=0505.550-0521.740 | Y=0655.350-0666.510 | 250
P=0964 | X=0117.000-0406.900 | Y=0666.850-0678.010 | Quốc lộ 1 đoạn từ Giáp ranh xã Xuân Định đến Đường Xuân Phú
P=0964 | X=0117.000-0339.580 | Y=0678.350-0689.510 | 16 có hiện trạng là đường nhựa, bê tông xi măng:
P=0964 | X=0117.000-0347.560 | Y=0695.850-0707.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0965 | X=0117.000-0393.870 | Y=0078.600-0089.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0965 | X=0117.000-0402.590 | Y=0096.350-0107.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0965 | X=0117.000-0407.730 | Y=0107.850-0119.010 | Quốc lộ 1 đoạn từ Giáp ranh xã Xuân Định đến Đường Xuân Phú
P=0965 | X=0117.000-0337.140 | Y=0119.350-0130.510 | 16 có hiện trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0117.000-0347.910 | Y=0136.850-0148.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0965 | X=0100.700-0106.320 | Y=0139.850-0151.010 | 6
P=0965 | X=0451.700-0467.890 | Y=0139.850-0151.010 | 300
P=0965 | X=0505.550-0521.740 | Y=0139.850-0151.010 | 200
P=0965 | X=0117.000-0404.390 | Y=0154.350-0165.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0965 | X=0117.000-0177.360 | Y=0165.850-0177.010 | đến ≤1.000m.
P=0965 | X=0117.000-0339.720 | Y=0183.350-0194.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0965 | X=0117.000-0401.910 | Y=0201.100-0212.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0965 | X=0117.000-0406.900 | Y=0212.600-0223.760 | Quốc lộ 1 đoạn từ Giáp ranh xã Xuân Định đến Đường Xuân Phú
P=0965 | X=0117.000-0339.580 | Y=0224.100-0235.260 | 16 có hiện trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0100.700-0106.320 | Y=0230.100-0241.260 | 7
P=0965 | X=0451.700-0467.890 | Y=0230.100-0241.260 | 220
P=0965 | X=0505.550-0521.740 | Y=0230.100-0241.260 | 140
P=0965 | X=0117.000-0402.360 | Y=0241.600-0252.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0965 | X=0117.000-0340.080 | Y=0259.100-0270.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0965 | X=0327.550-0405.840 | Y=0276.850-0288.010 | Đường Xuân Phú
P=0965 | X=0100.700-0106.320 | Y=0282.600-0293.760 | 8
P=0965 | X=0117.000-0160.010 | Y=0282.600-0293.760 | Quốc lộ 1
P=0965 | X=0235.000-0327.120 | Y=0282.600-0293.760 | Đường Xuân Phú 16
P=0965 | X=0451.700-0467.890 | Y=0282.600-0293.760 | 570
P=0965 | X=0505.550-0521.740 | Y=0282.600-0293.760 | 400
P=0965 | X=0327.550-0374.670 | Y=0288.350-0299.510 | 16 + 494m
P=0965 | X=0117.000-0413.570 | Y=0306.100-0317.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0965 | X=0117.000-0394.880 | Y=0317.600-0328.760 | Đường Xuân Phú 16 đến Đường Xuân Phú 16 + 494m có hiện
P=0965 | X=0117.000-0290.680 | Y=0329.100-0340.260 | trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0100.700-0106.320 | Y=0335.100-0346.260 | 9
P=0965 | X=0451.700-0467.890 | Y=0335.100-0346.260 | 380
P=0965 | X=0505.550-0521.740 | Y=0335.100-0346.260 | 250
P=0965 | X=0117.000-0347.560 | Y=0346.600-0357.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0965 | X=0117.000-0393.870 | Y=0364.100-0375.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0965 | X=0117.000-0402.340 | Y=0381.850-0393.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn
P=0965 | X=0117.000-0408.130 | Y=0393.350-0404.510 | từ Đường Xuân Phú 16 đến Đường Xuân Phú 16 + 494m có hiện
P=0965 | X=0117.000-0287.990 | Y=0404.850-0416.010 | trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0097.950-0347.910 | Y=0422.350-0436.510 | 10 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0965 | X=0451.700-0467.890 | Y=0425.350-0436.510 | 300
P=0965 | X=0505.550-0521.740 | Y=0425.350-0436.510 | 200
P=0965 | X=0117.000-0404.390 | Y=0439.850-0451.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0965 | X=0117.000-0177.360 | Y=0451.350-0462.510 | đến ≤1.000m.
P=0965 | X=0117.000-0339.720 | Y=0468.850-0480.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0965 | X=0117.000-0413.570 | Y=0486.600-0497.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ
P=0965 | X=0117.000-0394.880 | Y=0498.100-0509.260 | Đường Xuân Phú 16 đến Đường Xuân Phú 16 + 494m có hiện
P=0965 | X=0117.000-0290.680 | Y=0509.600-0520.760 | trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0097.950-0108.820 | Y=0515.600-0526.760 | 11
P=0965 | X=0451.700-0467.890 | Y=0515.600-0526.760 | 220
P=0965 | X=0505.550-0521.740 | Y=0515.600-0526.760 | 140
P=0965 | X=0117.000-0402.360 | Y=0527.100-0538.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0965 | X=0117.000-0340.080 | Y=0544.600-0555.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0965 | X=0117.000-0401.910 | Y=0562.350-0573.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0965 | X=0117.000-0406.260 | Y=0573.850-0585.010 | Quốc lộ 1 đoạn từ Đường Xuân Phú 16 đến Đường Xuân Phú 16
P=0965 | X=0117.000-0359.950 | Y=0585.350-0596.510 | + 494m có hiện trạng là đường nhựa, bê tông xi măng:
P=0965 | X=0097.950-0108.820 | Y=0591.350-0602.510 | 12
P=0965 | X=0451.700-0467.890 | Y=0591.350-0602.510 | 380
P=0965 | X=0505.550-0521.740 | Y=0591.350-0602.510 | 250
P=0965 | X=0117.000-0347.560 | Y=0602.850-0614.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0965 | X=0117.000-0393.870 | Y=0620.350-0631.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0965 | X=0097.950-0402.440 | Y=0638.100-0649.260 | 13 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0965 | X=0451.700-0467.890 | Y=0638.100-0649.260 | 300
