TABLE=057 | AREA=Phường Đồng Xoài
--- SEQUENCE=4 | SECTION=agricultural | PAGES=1945-1957 | LINES=1440 ---
P=1946 | X=0388.800-0405.480 | Y=0592.600-0603.760 | 430
P=1946 | X=0427.100-0443.780 | Y=0592.600-0603.760 | 340
P=1946 | X=0465.800-0482.480 | Y=0592.600-0603.760 | 200
P=1946 | X=0510.900-0522.020 | Y=0592.600-0603.760 | 39
P=1946 | X=0116.300-0200.750 | Y=0598.350-0609.510 | Thành - Tiến Hưng
P=1946 | X=0285.550-0330.570 | Y=0598.350-0609.510 | Hưng (cũ)
P=1946 | X=0201.300-0245.180 | Y=0604.100-0615.260 | Minh Tiến
P=1946 | X=0285.550-0355.470 | Y=0621.850-0633.010 | Đường vào nhà
P=1946 | X=0116.300-0192.860 | Y=0633.350-0644.510 | Đường vào Trạm
P=1946 | X=0285.550-0368.880 | Y=0633.350-0644.510 | văn hóa ấp 2 (phía
P=1946 | X=0097.600-0108.720 | Y=0639.100-0650.260 | 25
P=1946 | X=0201.300-0283.980 | Y=0639.100-0650.260 | Đường Quốc lộ 14
P=1946 | X=0388.800-0405.480 | Y=0639.100-0650.260 | 330
P=1946 | X=0427.100-0443.780 | Y=0639.100-0650.260 | 260
P=1946 | X=0465.800-0482.480 | Y=0639.100-0650.260 | 155
P=1946 | X=0510.900-0522.020 | Y=0639.100-0650.260 | 39
P=1946 | X=0116.300-0147.410 | Y=0644.850-0656.010 | xá K23
P=1946 | X=0285.550-0369.460 | Y=0644.850-0656.010 | đối diện vuông góc
P=1946 | X=0285.550-0337.230 | Y=0656.350-0667.510 | chiếu sang)
P=1946 | X=0116.300-0271.220 | Y=0674.100-0685.260 | Đường vào Trạm Đường vào nhà
P=1946 | X=0097.600-0108.720 | Y=0679.850-0691.010 | 26
P=1946 | X=0285.550-0339.440 | Y=0679.850-0691.010 | Cầu Quận 3
P=1946 | X=0388.800-0405.480 | Y=0679.850-0691.010 | 330
P=1946 | X=0427.100-0443.780 | Y=0679.850-0691.010 | 260
P=1946 | X=0465.800-0482.480 | Y=0679.850-0691.010 | 155
P=1946 | X=0510.900-0522.020 | Y=0679.850-0691.010 | 39
P=1946 | X=0116.300-0147.410 | Y=0685.600-0696.760 | xá K23
P=1946 | X=0201.300-0259.090 | Y=0685.600-0696.760 | văn hóa ấp 2
P=1946 | X=0097.600-0346.120 | Y=0703.350-0714.510 | 27 Đường bên hông Đường Quốc lộ 14 Cầu Bưng Sê
P=1946 | X=0388.800-0405.480 | Y=0703.350-0714.510 | 330
P=1946 | X=0427.100-0443.780 | Y=0703.350-0714.510 | 260
P=1946 | X=0465.800-0482.480 | Y=0703.350-0714.510 | 155
P=1946 | X=0510.900-0522.020 | Y=0703.350-0714.510 | 39
P=1947 | X=0116.300-0191.770 | Y=0078.600-0089.760 | Trường Quân sự
P=1947 | X=0116.300-0190.110 | Y=0090.100-0101.260 | địa phương ấp 6
P=1947 | X=0116.300-0197.340 | Y=0101.600-0112.760 | (Đường vào Bưng
P=1947 | X=0116.300-0131.850 | Y=0113.100-0124.260 | Sê)
P=1947 | X=0116.300-0192.340 | Y=0130.850-0142.010 | Đường bên hông
P=1947 | X=0116.300-0193.430 | Y=0142.350-0153.510 | Trường Quân Sự
P=1947 | X=0285.550-0342.770 | Y=0148.100-0159.260 | Giáp ranh xã
P=1947 | X=0097.600-0261.910 | Y=0153.850-0165.010 | 28 địa phương ấp 6 Cầu Bưng Sê
P=1947 | X=0388.800-0405.480 | Y=0153.850-0165.010 | 330
P=1947 | X=0427.100-0443.780 | Y=0153.850-0165.010 | 260
P=1947 | X=0465.800-0482.480 | Y=0153.850-0165.010 | 155
P=1947 | X=0510.900-0522.020 | Y=0153.850-0165.010 | 39
P=1947 | X=0285.550-0331.020 | Y=0159.600-0170.760 | Thuận Lợi
P=1947 | X=0116.300-0197.340 | Y=0165.350-0176.510 | (Đường vào Bưng
P=1947 | X=0116.300-0131.850 | Y=0176.850-0188.010 | Sê)
P=1947 | X=0285.550-0359.980 | Y=0194.600-0205.760 | Hết ranh đất nhà
P=1947 | X=0116.300-0194.000 | Y=0206.100-0217.260 | Đường nhựa Việt
P=1947 | X=0285.550-0368.880 | Y=0206.100-0217.260 | văn hóa ấp 7 (phía
P=1947 | X=0097.600-0108.720 | Y=0211.850-0223.010 | 29
P=1947 | X=0201.300-0283.980 | Y=0211.850-0223.010 | Đường Quốc lộ 14
P=1947 | X=0388.800-0405.480 | Y=0211.850-0223.010 | 330
P=1947 | X=0427.100-0443.780 | Y=0211.850-0223.010 | 260
P=1947 | X=0465.800-0482.480 | Y=0211.850-0223.010 | 155
